class,local_label,support,precision,recall,f1
netflix,0,20,0.8333333333333334,1.0,0.9090909090909091
rdp,1,4,1.0,0.5,0.6666666666666666
rsync,2,191,0.9946524064171123,0.9738219895287958,0.9841269841269842
skype,3,126,0.9692307692307692,1.0,0.9843749999999999
ssh,4,1356,0.9955882352941177,0.9985250737463127,0.9970544918998527
vimeo,5,121,1.0,0.9586776859504132,0.9789029535864979
zoiper,6,93,1.0,0.989247311827957,0.9945945945945946
