experiment,dataset,protocol_id,true_class,predicted_class,count,true_class_support,row_fraction
E2,ustc,A-2,BitTorrent,Outlook,193,752,0.2566489361702128
E2,ustc,A-2,BitTorrent,MySQL,39,752,0.05186170212765957
E2,ustc,A-2,BitTorrent,Skype,3,752,0.003989361702127659
E2,ustc,A-2,WorldOfWarcraft,FTP,1,789,0.0012674271229404308
E2,ustc,A-2,WorldOfWarcraft,WorldOfWarcraft,786,789,0.9961977186311787
E2,ustc,A-2,WorldOfWarcraft,MySQL,2,789,0.0025348542458808617
E2,ustc,A-2,Shifu,Shifu,958,963,0.9948078920041536
E2,ustc,A-2,Shifu,Miuref,5,963,0.005192107995846314
E2,ustc,A-2,Outlook,Gmail,8,753,0.010624169986719787
E2,ustc,A-2,Outlook,SMB,1,753,0.0013280212483399733
E2,ustc,A-2,Outlook,BitTorrent,82,753,0.10889774236387782
E2,ustc,A-2,Outlook,Outlook,654,753,0.8685258964143426
E2,ustc,A-2,Outlook,MySQL,4,753,0.005312084993359893
E2,ustc,A-2,Outlook,Skype,4,753,0.005312084993359893
E2,ustc,A-2,Virut,Virut,3035,3310,0.9169184290030211
E2,ustc,A-2,Virut,Skype,1,3310,0.00030211480362537764
E2,ustc,A-2,Virut,Neris,274,3310,0.08277945619335347
E2,ustc,A-2,MySQL,Gmail,2,8609,0.00023231501916598908
E2,ustc,A-2,MySQL,FTP,284,8609,0.03298873272157045
E2,ustc,A-2,MySQL,Nsis-ay,1,8609,0.00011615750958299454
E2,ustc,A-2,MySQL,SMB,4,8609,0.00046463003833197816
E2,ustc,A-2,MySQL,Shifu,1,8609,0.00011615750958299454
E2,ustc,A-2,MySQL,MySQL,8311,8609,0.9653850621442677
E2,ustc,A-2,MySQL,Skype,6,8609,0.0006969450574979672
E2,ustc,A-2,Skype,Skype,632,632,1.0
E2,ustc,A-2,Miuref,Shifu,1,1348,0.000741839762611276
E2,ustc,A-2,Miuref,Miuref,1347,1348,0.9992581602373887
E2,ustc,A-2,Neris,Nsis-ay,5,3379,0.001479727730097662
E2,ustc,A-2,Neris,Zeus,7,3379,0.0020716188221367266
E2,ustc,A-2,Neris,Shifu,1,3379,0.0002959455460195324
E2,ustc,A-2,Neris,Virut,231,3379,0.06836342113051198
E2,ustc,A-2,Neris,Miuref,1,3379,0.0002959455460195324
E2,ustc,A-2,Neris,Neris,3134,3379,0.9274933412252145
E2,vnat,medium_seed2025,netflix,netflix,15,20,0.75
E2,vnat,medium_seed2025,netflix,scp,5,20,0.25
E2,vnat,medium_seed2025,rdp,rdp,2,4,0.5
E2,vnat,medium_seed2025,rdp,ssh,1,4,0.25
E2,vnat,medium_seed2025,rdp,youtube,1,4,0.25
E2,vnat,medium_seed2025,rsync,rsync,51,191,0.2670157068062827
E2,vnat,medium_seed2025,rsync,scp,136,191,0.7120418848167539
E2,vnat,medium_seed2025,rsync,ssh,4,191,0.020942408376963352
E2,vnat,medium_seed2025,scp,rsync,49,229,0.21397379912663755
E2,vnat,medium_seed2025,scp,scp,172,229,0.7510917030567685
E2,vnat,medium_seed2025,scp,ssh,8,229,0.034934497816593885
E2,vnat,medium_seed2025,skype,scp,1,126,0.007936507936507936
E2,vnat,medium_seed2025,skype,skype,117,126,0.9285714285714286
E2,vnat,medium_seed2025,skype,ssh,7,126,0.05555555555555555
E2,vnat,medium_seed2025,skype,youtube,1,126,0.007936507936507936
E2,vnat,medium_seed2025,ssh,rsync,1,1356,0.0007374631268436578
E2,vnat,medium_seed2025,ssh,ssh,1355,1356,0.9992625368731564
E2,vnat,medium_seed2025,youtube,scp,6,34,0.17647058823529413
E2,vnat,medium_seed2025,youtube,youtube,28,34,0.8235294117647058
E2,vnat,medium_seed2026,netflix,netflix,6,20,0.3
E2,vnat,medium_seed2026,netflix,rsync,2,20,0.1
E2,vnat,medium_seed2026,netflix,skype,1,20,0.05
E2,vnat,medium_seed2026,netflix,vimeo,11,20,0.55
E2,vnat,medium_seed2026,rdp,rdp,3,4,0.75
E2,vnat,medium_seed2026,rdp,ssh,1,4,0.25
E2,vnat,medium_seed2026,rsync,rsync,176,191,0.9214659685863874
E2,vnat,medium_seed2026,rsync,ssh,8,191,0.041884816753926704
E2,vnat,medium_seed2026,rsync,zoiper,7,191,0.03664921465968586
E2,vnat,medium_seed2026,skype,skype,123,126,0.9761904761904762
E2,vnat,medium_seed2026,skype,ssh,3,126,0.023809523809523808
E2,vnat,medium_seed2026,ssh,rdp,1,1356,0.0007374631268436578
E2,vnat,medium_seed2026,ssh,ssh,1355,1356,0.9992625368731564
E2,vnat,medium_seed2026,vimeo,netflix,1,121,0.008264462809917356
E2,vnat,medium_seed2026,vimeo,rsync,3,121,0.024793388429752067
E2,vnat,medium_seed2026,vimeo,vimeo,117,121,0.9669421487603306
E2,vnat,medium_seed2026,zoiper,rsync,2,93,0.021505376344086023
E2,vnat,medium_seed2026,zoiper,skype,1,93,0.010752688172043012
E2,vnat,medium_seed2026,zoiper,zoiper,90,93,0.967741935483871
E3,iscx_tor,medium_seed2022,Browsing,Browsing,75,200,0.375
E3,iscx_tor,medium_seed2022,Browsing,Email,4,200,0.02
E3,iscx_tor,medium_seed2022,Browsing,FTP,91,200,0.455
E3,iscx_tor,medium_seed2022,Browsing,Hangouts,1,200,0.005
E3,iscx_tor,medium_seed2022,Browsing,Spotify,2,200,0.01
E3,iscx_tor,medium_seed2022,Browsing,Vimeo,4,200,0.02
E3,iscx_tor,medium_seed2022,Browsing,YouTube,23,200,0.115
E3,iscx_tor,medium_seed2022,Email,Browsing,3,54,0.05555555555555555
E3,iscx_tor,medium_seed2022,Email,Email,30,54,0.5555555555555556
E3,iscx_tor,medium_seed2022,Email,FTP,19,54,0.35185185185185186
E3,iscx_tor,medium_seed2022,Email,YouTube,2,54,0.037037037037037035
E3,iscx_tor,medium_seed2022,FTP,FTP,195,200,0.975
E3,iscx_tor,medium_seed2022,FTP,Hangouts,1,200,0.005
E3,iscx_tor,medium_seed2022,FTP,Vimeo,1,200,0.005
E3,iscx_tor,medium_seed2022,FTP,YouTube,3,200,0.015
E3,iscx_tor,medium_seed2022,Facebook,Browsing,2,85,0.023529411764705882
E3,iscx_tor,medium_seed2022,Facebook,Email,1,85,0.011764705882352941
E3,iscx_tor,medium_seed2022,Facebook,FTP,35,85,0.4117647058823529
E3,iscx_tor,medium_seed2022,Facebook,Facebook,27,85,0.3176470588235294
E3,iscx_tor,medium_seed2022,Facebook,Hangouts,3,85,0.03529411764705882
E3,iscx_tor,medium_seed2022,Facebook,Vimeo,6,85,0.07058823529411765
E3,iscx_tor,medium_seed2022,Facebook,YouTube,11,85,0.12941176470588237
E3,iscx_tor,medium_seed2022,Hangouts,Browsing,4,69,0.057971014492753624
E3,iscx_tor,medium_seed2022,Hangouts,FTP,26,69,0.37681159420289856
E3,iscx_tor,medium_seed2022,Hangouts,Facebook,3,69,0.043478260869565216
E3,iscx_tor,medium_seed2022,Hangouts,Hangouts,12,69,0.17391304347826086
E3,iscx_tor,medium_seed2022,Hangouts,Spotify,1,69,0.014492753623188406
E3,iscx_tor,medium_seed2022,Hangouts,Vimeo,16,69,0.2318840579710145
E3,iscx_tor,medium_seed2022,Hangouts,YouTube,7,69,0.10144927536231885
E3,iscx_tor,medium_seed2022,Spotify,FTP,72,147,0.4897959183673469
E3,iscx_tor,medium_seed2022,Spotify,Facebook,4,147,0.027210884353741496
E3,iscx_tor,medium_seed2022,Spotify,Spotify,62,147,0.4217687074829932
E3,iscx_tor,medium_seed2022,Spotify,Vimeo,6,147,0.04081632653061224
E3,iscx_tor,medium_seed2022,Spotify,YouTube,3,147,0.02040816326530612
E3,iscx_tor,medium_seed2022,Vimeo,Browsing,5,152,0.03289473684210526
E3,iscx_tor,medium_seed2022,Vimeo,FTP,55,152,0.3618421052631579
E3,iscx_tor,medium_seed2022,Vimeo,Facebook,1,152,0.006578947368421052
E3,iscx_tor,medium_seed2022,Vimeo,Hangouts,2,152,0.013157894736842105
E3,iscx_tor,medium_seed2022,Vimeo,Spotify,7,152,0.046052631578947366
E3,iscx_tor,medium_seed2022,Vimeo,Vimeo,59,152,0.3881578947368421
E3,iscx_tor,medium_seed2022,Vimeo,YouTube,23,152,0.1513157894736842
E3,iscx_tor,medium_seed2022,YouTube,Browsing,14,200,0.07
E3,iscx_tor,medium_seed2022,YouTube,Email,1,200,0.005
E3,iscx_tor,medium_seed2022,YouTube,FTP,73,200,0.365
E3,iscx_tor,medium_seed2022,YouTube,Hangouts,3,200,0.015
E3,iscx_tor,medium_seed2022,YouTube,Spotify,1,200,0.005
E3,iscx_tor,medium_seed2022,YouTube,Vimeo,17,200,0.085
E3,iscx_tor,medium_seed2022,YouTube,YouTube,91,200,0.455
E3,iscx_vpn,medium_seed2022,AIM,AIM,7,53,0.1320754716981132
E3,iscx_vpn,medium_seed2022,AIM,BitTorrent,2,53,0.03773584905660377
E3,iscx_vpn,medium_seed2022,AIM,Email,4,53,0.07547169811320754
E3,iscx_vpn,medium_seed2022,AIM,FTPS,2,53,0.03773584905660377
E3,iscx_vpn,medium_seed2022,AIM,Facebook,22,53,0.41509433962264153
E3,iscx_vpn,medium_seed2022,AIM,Gmail,3,53,0.05660377358490566
E3,iscx_vpn,medium_seed2022,AIM,ICQ,7,53,0.1320754716981132
E3,iscx_vpn,medium_seed2022,AIM,SCP,1,53,0.018867924528301886
E3,iscx_vpn,medium_seed2022,AIM,SFTP,1,53,0.018867924528301886
E3,iscx_vpn,medium_seed2022,AIM,Vimeo,1,53,0.018867924528301886
E3,iscx_vpn,medium_seed2022,AIM,VoIPBuster,3,53,0.05660377358490566
E3,iscx_vpn,medium_seed2022,BitTorrent,BitTorrent,94,100,0.94
E3,iscx_vpn,medium_seed2022,BitTorrent,Email,1,100,0.01
E3,iscx_vpn,medium_seed2022,BitTorrent,FTPS,3,100,0.03
E3,iscx_vpn,medium_seed2022,BitTorrent,Netflix,1,100,0.01
E3,iscx_vpn,medium_seed2022,BitTorrent,VoIPBuster,1,100,0.01
E3,iscx_vpn,medium_seed2022,Email,AIM,2,200,0.01
E3,iscx_vpn,medium_seed2022,Email,BitTorrent,9,200,0.045
E3,iscx_vpn,medium_seed2022,Email,Email,77,200,0.385
E3,iscx_vpn,medium_seed2022,Email,FTPS,10,200,0.05
E3,iscx_vpn,medium_seed2022,Email,Facebook,75,200,0.375
E3,iscx_vpn,medium_seed2022,Email,ICQ,3,200,0.015
E3,iscx_vpn,medium_seed2022,Email,Netflix,3,200,0.015
E3,iscx_vpn,medium_seed2022,Email,SCP,2,200,0.01
E3,iscx_vpn,medium_seed2022,Email,Spotify,1,200,0.005
E3,iscx_vpn,medium_seed2022,Email,Vimeo,1,200,0.005
E3,iscx_vpn,medium_seed2022,Email,VoIPBuster,17,200,0.085
E3,iscx_vpn,medium_seed2022,FTPS,AIM,2,200,0.01
E3,iscx_vpn,medium_seed2022,FTPS,BitTorrent,22,200,0.11
E3,iscx_vpn,medium_seed2022,FTPS,Email,2,200,0.01
E3,iscx_vpn,medium_seed2022,FTPS,FTPS,150,200,0.75
E3,iscx_vpn,medium_seed2022,FTPS,Facebook,2,200,0.01
E3,iscx_vpn,medium_seed2022,FTPS,Gmail,1,200,0.005
E3,iscx_vpn,medium_seed2022,FTPS,SCP,3,200,0.015
E3,iscx_vpn,medium_seed2022,FTPS,SFTP,1,200,0.005
E3,iscx_vpn,medium_seed2022,FTPS,Spotify,1,200,0.005
E3,iscx_vpn,medium_seed2022,FTPS,VoIPBuster,16,200,0.08
E3,iscx_vpn,medium_seed2022,Facebook,AIM,4,200,0.02
E3,iscx_vpn,medium_seed2022,Facebook,Email,11,200,0.055
E3,iscx_vpn,medium_seed2022,Facebook,Facebook,148,200,0.74
E3,iscx_vpn,medium_seed2022,Facebook,Gmail,1,200,0.005
E3,iscx_vpn,medium_seed2022,Facebook,ICQ,1,200,0.005
E3,iscx_vpn,medium_seed2022,Facebook,SCP,3,200,0.015
E3,iscx_vpn,medium_seed2022,Facebook,Spotify,2,200,0.01
E3,iscx_vpn,medium_seed2022,Facebook,VoIPBuster,30,200,0.15
E3,iscx_vpn,medium_seed2022,Gmail,Email,2,54,0.037037037037037035
E3,iscx_vpn,medium_seed2022,Gmail,FTPS,7,54,0.12962962962962962
E3,iscx_vpn,medium_seed2022,Gmail,Facebook,5,54,0.09259259259259259
E3,iscx_vpn,medium_seed2022,Gmail,Gmail,32,54,0.5925925925925926
E3,iscx_vpn,medium_seed2022,Gmail,ICQ,1,54,0.018518518518518517
E3,iscx_vpn,medium_seed2022,Gmail,SCP,1,54,0.018518518518518517
E3,iscx_vpn,medium_seed2022,Gmail,Spotify,3,54,0.05555555555555555
E3,iscx_vpn,medium_seed2022,Gmail,Vimeo,1,54,0.018518518518518517
E3,iscx_vpn,medium_seed2022,Gmail,VoIPBuster,2,54,0.037037037037037035
E3,iscx_vpn,medium_seed2022,ICQ,AIM,7,53,0.1320754716981132
E3,iscx_vpn,medium_seed2022,ICQ,Email,4,53,0.07547169811320754
E3,iscx_vpn,medium_seed2022,ICQ,FTPS,1,53,0.018867924528301886
E3,iscx_vpn,medium_seed2022,ICQ,Facebook,24,53,0.4528301886792453
E3,iscx_vpn,medium_seed2022,ICQ,Gmail,1,53,0.018867924528301886
E3,iscx_vpn,medium_seed2022,ICQ,ICQ,9,53,0.16981132075471697
E3,iscx_vpn,medium_seed2022,ICQ,SCP,2,53,0.03773584905660377
E3,iscx_vpn,medium_seed2022,ICQ,Spotify,3,53,0.05660377358490566
E3,iscx_vpn,medium_seed2022,ICQ,VoIPBuster,2,53,0.03773584905660377
E3,iscx_vpn,medium_seed2022,Netflix,BitTorrent,29,118,0.2457627118644068
E3,iscx_vpn,medium_seed2022,Netflix,Email,1,118,0.00847457627118644
E3,iscx_vpn,medium_seed2022,Netflix,FTPS,2,118,0.01694915254237288
E3,iscx_vpn,medium_seed2022,Netflix,Gmail,1,118,0.00847457627118644
E3,iscx_vpn,medium_seed2022,Netflix,Netflix,58,118,0.4915254237288136
E3,iscx_vpn,medium_seed2022,Netflix,SCP,2,118,0.01694915254237288
E3,iscx_vpn,medium_seed2022,Netflix,Spotify,15,118,0.1271186440677966
E3,iscx_vpn,medium_seed2022,Netflix,Vimeo,10,118,0.0847457627118644
E3,iscx_vpn,medium_seed2022,SCP,AIM,1,200,0.005
E3,iscx_vpn,medium_seed2022,SCP,Email,11,200,0.055
E3,iscx_vpn,medium_seed2022,SCP,FTPS,10,200,0.05
E3,iscx_vpn,medium_seed2022,SCP,Facebook,69,200,0.345
E3,iscx_vpn,medium_seed2022,SCP,ICQ,2,200,0.01
E3,iscx_vpn,medium_seed2022,SCP,Netflix,32,200,0.16
E3,iscx_vpn,medium_seed2022,SCP,SCP,48,200,0.24
E3,iscx_vpn,medium_seed2022,SCP,SFTP,1,200,0.005
E3,iscx_vpn,medium_seed2022,SCP,Spotify,2,200,0.01
E3,iscx_vpn,medium_seed2022,SCP,Vimeo,1,200,0.005
E3,iscx_vpn,medium_seed2022,SCP,VoIPBuster,23,200,0.115
E3,iscx_vpn,medium_seed2022,SFTP,BitTorrent,3,31,0.0967741935483871
E3,iscx_vpn,medium_seed2022,SFTP,Email,2,31,0.06451612903225806
E3,iscx_vpn,medium_seed2022,SFTP,FTPS,6,31,0.1935483870967742
E3,iscx_vpn,medium_seed2022,SFTP,ICQ,1,31,0.03225806451612903
E3,iscx_vpn,medium_seed2022,SFTP,Netflix,1,31,0.03225806451612903
E3,iscx_vpn,medium_seed2022,SFTP,SCP,1,31,0.03225806451612903
E3,iscx_vpn,medium_seed2022,SFTP,SFTP,12,31,0.3870967741935484
E3,iscx_vpn,medium_seed2022,SFTP,Spotify,4,31,0.12903225806451613
E3,iscx_vpn,medium_seed2022,SFTP,VoIPBuster,1,31,0.03225806451612903
E3,iscx_vpn,medium_seed2022,Spotify,BitTorrent,14,79,0.17721518987341772
E3,iscx_vpn,medium_seed2022,Spotify,FTPS,4,79,0.05063291139240506
E3,iscx_vpn,medium_seed2022,Spotify,Gmail,2,79,0.02531645569620253
E3,iscx_vpn,medium_seed2022,Spotify,Netflix,18,79,0.22784810126582278
E3,iscx_vpn,medium_seed2022,Spotify,SCP,2,79,0.02531645569620253
E3,iscx_vpn,medium_seed2022,Spotify,Spotify,32,79,0.4050632911392405
E3,iscx_vpn,medium_seed2022,Spotify,Vimeo,6,79,0.0759493670886076
E3,iscx_vpn,medium_seed2022,Spotify,VoIPBuster,1,79,0.012658227848101266
E3,iscx_vpn,medium_seed2022,Vimeo,BitTorrent,10,123,0.08130081300813008
E3,iscx_vpn,medium_seed2022,Vimeo,FTPS,1,123,0.008130081300813009
E3,iscx_vpn,medium_seed2022,Vimeo,Gmail,1,123,0.008130081300813009
E3,iscx_vpn,medium_seed2022,Vimeo,ICQ,1,123,0.008130081300813009
E3,iscx_vpn,medium_seed2022,Vimeo,Netflix,34,123,0.2764227642276423
E3,iscx_vpn,medium_seed2022,Vimeo,SCP,8,123,0.06504065040650407
E3,iscx_vpn,medium_seed2022,Vimeo,SFTP,1,123,0.008130081300813009
E3,iscx_vpn,medium_seed2022,Vimeo,Spotify,14,123,0.11382113821138211
E3,iscx_vpn,medium_seed2022,Vimeo,Vimeo,53,123,0.43089430894308944
E3,iscx_vpn,medium_seed2022,VoIPBuster,AIM,1,200,0.005
E3,iscx_vpn,medium_seed2022,VoIPBuster,Email,11,200,0.055
E3,iscx_vpn,medium_seed2022,VoIPBuster,FTPS,38,200,0.19
E3,iscx_vpn,medium_seed2022,VoIPBuster,Facebook,45,200,0.225
E3,iscx_vpn,medium_seed2022,VoIPBuster,Gmail,1,200,0.005
E3,iscx_vpn,medium_seed2022,VoIPBuster,ICQ,5,200,0.025
E3,iscx_vpn,medium_seed2022,VoIPBuster,Netflix,1,200,0.005
E3,iscx_vpn,medium_seed2022,VoIPBuster,SCP,9,200,0.045
E3,iscx_vpn,medium_seed2022,VoIPBuster,SFTP,1,200,0.005
E3,iscx_vpn,medium_seed2022,VoIPBuster,Spotify,1,200,0.005
E3,iscx_vpn,medium_seed2022,VoIPBuster,VoIPBuster,87,200,0.435
E3,ustc,A-2,Gmail,Gmail,691,863,0.8006952491309386
E3,ustc,A-2,Gmail,FTP,52,863,0.06025492468134415
E3,ustc,A-2,Gmail,SMB,2,863,0.002317497103128621
E3,ustc,A-2,Gmail,BitTorrent,5,863,0.005793742757821553
E3,ustc,A-2,Gmail,Outlook,58,863,0.06720741599073002
E3,ustc,A-2,Gmail,MySQL,49,863,0.056778679026651215
E3,ustc,A-2,Gmail,Skype,6,863,0.006952491309385863
E3,ustc,A-2,FTP,Gmail,7,10103,0.0006928635058893398
E3,ustc,A-2,FTP,FTP,9816,10103,0.9715925962585371
E3,ustc,A-2,FTP,MySQL,278,10103,0.027516579233890923
E3,ustc,A-2,FTP,Skype,1,10103,9.898050084133426e-05
E3,ustc,A-2,FTP,Neris,1,10103,9.898050084133426e-05
E3,ustc,A-2,Nsis-ay,Nsis-ay,590,607,0.9719934102141681
E3,ustc,A-2,Nsis-ay,Virut,8,607,0.013179571663920923
E3,ustc,A-2,Nsis-ay,Neris,9,607,0.014827018121911038
E3,ustc,A-2,Facetime,Facetime,600,600,1.0
E3,ustc,A-2,Weibo,Weibo,3272,3995,0.8190237797246558
E3,ustc,A-2,Weibo,SMB,715,3995,0.17897371714643304
E3,ustc,A-2,Weibo,Skype,8,3995,0.002002503128911139
E3,ustc,A-2,Cridex,Cridex,1638,1638,1.0
E3,ustc,A-2,Zeus,Nsis-ay,3,1097,0.0027347310847766638
E3,ustc,A-2,Zeus,Zeus,1089,1097,0.9927073837739289
E3,ustc,A-2,Zeus,Virut,2,1097,0.0018231540565177757
E3,ustc,A-2,Zeus,Neris,3,1097,0.0027347310847766638
E3,ustc,A-2,SMB,Gmail,4,3893,0.0010274852298998202
E3,ustc,A-2,SMB,Weibo,1208,3893,0.31030053942974567
E3,ustc,A-2,SMB,SMB,2663,3893,0.6840482918058053
E3,ustc,A-2,SMB,BitTorrent,1,3893,0.00025687130747495504
E3,ustc,A-2,SMB,MySQL,14,3893,0.0035961983046493705
E3,ustc,A-2,SMB,Skype,3,3893,0.0007706139224248652
E3,ustc,A-2,BitTorrent,BitTorrent,609,752,0.8098404255319149
E3,ustc,A-2,BitTorrent,Outlook,140,752,0.18617021276595744
E3,ustc,A-2,BitTorrent,Skype,3,752,0.003989361702127659
E3,ustc,A-2,WorldOfWarcraft,Gmail,1,789,0.0012674271229404308
E3,ustc,A-2,WorldOfWarcraft,FTP,2,789,0.0025348542458808617
E3,ustc,A-2,WorldOfWarcraft,WorldOfWarcraft,786,789,0.9961977186311787
E3,ustc,A-2,Shifu,Zeus,1,963,0.0010384215991692627
E3,ustc,A-2,Shifu,Shifu,959,963,0.995846313603323
E3,ustc,A-2,Shifu,Miuref,3,963,0.003115264797507788
E3,ustc,A-2,Outlook,Gmail,2,753,0.0026560424966799467
E3,ustc,A-2,Outlook,SMB,1,753,0.0013280212483399733
E3,ustc,A-2,Outlook,BitTorrent,34,753,0.0451527224435591
E3,ustc,A-2,Outlook,Outlook,712,753,0.9455511288180611
E3,ustc,A-2,Outlook,Skype,4,753,0.005312084993359893
E3,ustc,A-2,Virut,Nsis-ay,6,3310,0.0018126888217522659
E3,ustc,A-2,Virut,Zeus,2,3310,0.0006042296072507553
E3,ustc,A-2,Virut,Virut,2774,3310,0.8380664652567976
E3,ustc,A-2,Virut,Skype,1,3310,0.00030211480362537764
E3,ustc,A-2,Virut,Neris,527,3310,0.159214501510574
E3,ustc,A-2,MySQL,Gmail,5,8609,0.0005807875479149727
E3,ustc,A-2,MySQL,FTP,235,8609,0.027297014752003718
E3,ustc,A-2,MySQL,Nsis-ay,1,8609,0.00011615750958299454
E3,ustc,A-2,MySQL,SMB,3,8609,0.0003484725287489836
E3,ustc,A-2,MySQL,MySQL,8359,8609,0.9709606226042513
E3,ustc,A-2,MySQL,Skype,6,8609,0.0006969450574979672
E3,ustc,A-2,Skype,Skype,632,632,1.0
E3,ustc,A-2,Miuref,Skype,17,1348,0.012611275964391691
E3,ustc,A-2,Miuref,Miuref,1330,1348,0.9866468842729971
E3,ustc,A-2,Miuref,Neris,1,1348,0.000741839762611276
E3,ustc,A-2,Neris,FTP,2,3379,0.0005918910920390648
E3,ustc,A-2,Neris,Nsis-ay,2,3379,0.0005918910920390648
E3,ustc,A-2,Neris,Cridex,1,3379,0.0002959455460195324
E3,ustc,A-2,Neris,Zeus,3,3379,0.0008878366380585972
E3,ustc,A-2,Neris,Shifu,1,3379,0.0002959455460195324
E3,ustc,A-2,Neris,Virut,177,3379,0.05238236164545724
E3,ustc,A-2,Neris,Neris,3193,3379,0.944954128440367
E3,vnat,medium_seed2025,netflix,netflix,17,20,0.85
E3,vnat,medium_seed2025,netflix,youtube,3,20,0.15
E3,vnat,medium_seed2025,rdp,rdp,2,4,0.5
E3,vnat,medium_seed2025,rdp,ssh,1,4,0.25
E3,vnat,medium_seed2025,rdp,youtube,1,4,0.25
E3,vnat,medium_seed2025,rsync,rsync,59,191,0.3089005235602094
E3,vnat,medium_seed2025,rsync,scp,132,191,0.6910994764397905
E3,vnat,medium_seed2025,scp,rsync,52,229,0.22707423580786026
E3,vnat,medium_seed2025,scp,scp,174,229,0.759825327510917
E3,vnat,medium_seed2025,scp,ssh,1,229,0.004366812227074236
E3,vnat,medium_seed2025,scp,youtube,2,229,0.008733624454148471
E3,vnat,medium_seed2025,skype,skype,125,126,0.9920634920634921
E3,vnat,medium_seed2025,skype,youtube,1,126,0.007936507936507936
E3,vnat,medium_seed2025,ssh,scp,1,1356,0.0007374631268436578
E3,vnat,medium_seed2025,ssh,ssh,1354,1356,0.9985250737463127
E3,vnat,medium_seed2025,ssh,youtube,1,1356,0.0007374631268436578
E3,vnat,medium_seed2025,youtube,netflix,2,34,0.058823529411764705
E3,vnat,medium_seed2025,youtube,ssh,1,34,0.029411764705882353
E3,vnat,medium_seed2025,youtube,youtube,31,34,0.9117647058823529
E3,vnat,medium_seed2026,netflix,netflix,10,20,0.5
E3,vnat,medium_seed2026,netflix,vimeo,10,20,0.5
E3,vnat,medium_seed2026,rdp,rdp,1,4,0.25
E3,vnat,medium_seed2026,rdp,skype,1,4,0.25
E3,vnat,medium_seed2026,rdp,ssh,2,4,0.5
E3,vnat,medium_seed2026,rsync,rsync,190,191,0.9947643979057592
E3,vnat,medium_seed2026,rsync,vimeo,1,191,0.005235602094240838
E3,vnat,medium_seed2026,skype,skype,126,126,1.0
E3,vnat,medium_seed2026,ssh,ssh,1356,1356,1.0
E3,vnat,medium_seed2026,vimeo,netflix,3,121,0.024793388429752067
E3,vnat,medium_seed2026,vimeo,ssh,2,121,0.01652892561983471
E3,vnat,medium_seed2026,vimeo,vimeo,116,121,0.9586776859504132
E3,vnat,medium_seed2026,zoiper,rsync,1,93,0.010752688172043012
E3,vnat,medium_seed2026,zoiper,zoiper,92,93,0.989247311827957
