class,local_label,support,precision,recall,f1
netflix,0,20,0.38461538461538464,0.5,0.4347826086956522
rdp,1,4,0.16666666666666666,0.5,0.25
rsync,2,191,0.44573643410852715,0.6020942408376964,0.5122494432071268
scp,3,229,0.558282208588957,0.39737991266375544,0.46428571428571425
skype,4,126,0.98989898989899,0.7777777777777778,0.8711111111111112
ssh,5,1356,0.9733044733044733,0.9948377581120944,0.9839533187454413
youtube,6,34,0.5625,0.2647058823529412,0.36000000000000004
