protocol_id,setting,seed,method,analysis_type,application,precision,recall,f1,support,known_frr,unknown_recall,ufar,score_mean,score_median,top_absorbing_known_class,top_absorbed_count,hard_class
low_seed2023,Low,2023,M2,known_true_class,scp,0.4067796610169492,0.2096069868995633,0.276657060518732,229,0.013100436681222707,,,5.728121314430746,3.3378614278617107,,,True
low_seed2023,Low,2023,M2,known_true_class,sftp,0.5367647058823529,0.4397590361445783,0.48344370860927155,166,0.060240963855421686,,,9.92905459056791,4.515569364755601,,,True
low_seed2023,Low,2023,M2,known_true_class,ssh,0.9948604992657856,0.9992625368731564,0.9970566593083149,1356,0.028761061946902654,,,2.711751202583274,-0.7377138662051437,,,False
low_seed2023,Low,2023,M2,known_true_class,vimeo,1.0,0.9917355371900827,0.995850622406639,121,0.04132231404958678,,,8.157683961550594,3.4878010922690796,,,False
low_seed2023,Low,2023,M2,known_true_class,youtube,0.9714285714285714,1.0,0.9855072463768116,34,0.5882352941176471,,,73.910222349652,29.5904175356371,,,False
low_seed2023,Low,2023,M2,known_true_class,zoiper,1.0,0.978494623655914,0.9891304347826086,93,0.043010752688172046,,,9.187579653197124,2.615028928852137,,,False
low_seed2023,Low,2023,M2,unknown_true_class,netflix,,,,205,,0.45365853658536587,0.5463414634146342,55.659589705438066,23.014991403649944,youtube,202,False
low_seed2023,Low,2023,M2,unknown_true_class,skype,,,,1269,,0.9472025216706068,0.05279747832939322,105.9121763800433,91.02583772204056,rdp,1038,False
low_seed2024,Low,2024,M0,known_true_class,netflix,0.9,0.9,0.9,20,0.15,,,10.704177808761596,2.132543683052063,,,False
low_seed2024,Low,2024,M0,known_true_class,rdp,0.5714285714285714,1.0,0.7272727272727273,4,1.0,,,24.279993057250977,24.666220664978027,,,False
low_seed2024,Low,2024,M0,known_true_class,scp,0.6931034482758621,0.8777292576419214,0.7745664739884393,229,0.008733624454148471,,,2.8542167026403167,2.7342286109924316,,,True
low_seed2024,Low,2024,M0,known_true_class,sftp,0.7333333333333333,0.463855421686747,0.5682656826568265,166,0.030120481927710843,,,3.0247317724917306,2.7554776668548584,,,True
low_seed2024,Low,2024,M0,known_true_class,skype,1.0,0.9761904761904762,0.9879518072289156,126,0.07936507936507936,,,3.5757157878270225,0.9867863059043884,,,False
low_seed2024,Low,2024,M0,known_true_class,vimeo,1.0,1.0,1.0,121,0.01652892561983471,,,0.9081134658214475,0.7064645886421204,,,False
low_seed2024,Low,2024,M0,known_true_class,youtube,0.9411764705882353,0.9411764705882353,0.9411764705882353,34,0.23529411764705882,,,15.871918993837694,1.913075566291809,,,False
low_seed2024,Low,2024,M0,known_true_class,zoiper,1.0,1.0,1.0,93,0.021505376344086023,,,0.9666716350663093,0.5271243453025818,,,False
low_seed2024,Low,2024,M0,unknown_true_class,rsync,,,,1912,,0.02510460251046025,0.9748953974895398,3.015610396737334,2.783691167831421,scp,1645,True
low_seed2024,Low,2024,M0,unknown_true_class,ssh,,,,13563,,0.9367396593673966,0.06326034063260341,24.829852468635377,25.87183952331543,rdp,9083,False
low_seed2024,Low,2024,M1,known_true_class,netflix,0.9,0.9,0.9,20,0.1,,,3.437001461753829,1.5231510997917972,,,False
low_seed2024,Low,2024,M1,known_true_class,rdp,0.5714285714285714,1.0,0.7272727272727273,4,1.0,,,4.925852658533914,4.946808436286651,,,False
low_seed2024,Low,2024,M1,known_true_class,scp,0.685823754789272,0.7816593886462883,0.7306122448979592,229,0.0,,,0.49981334769958013,0.3673538123678429,,,True
low_seed2024,Low,2024,M1,known_true_class,sftp,0.6268656716417911,0.5060240963855421,0.56,166,0.060240963855421686,,,0.9516339686407695,0.40457204017026005,,,True
low_seed2024,Low,2024,M1,known_true_class,skype,1.0,0.9761904761904762,0.9879518072289156,126,0.1111111111111111,,,2.090422102151381,0.7417298815254791,,,False
