replicate,delta_unknown_far_multi_minus_single,delta_auroc_multi_minus_single,delta_auprc_multi_minus_single
160,0.003943359024914828,0.01971145901653104,0.02032662282670389
161,0.0017924359204157803,0.020119671281845775,0.01429141852618343
162,0.0023301666965405143,0.019415660760662257,0.015597153247613516
163,0.0016131923283743133,0.01909438155475729,0.012054692095869513
164,-0.0008962179602080012,0.017080418556703725,0.012624682411192134
165,0.0026886538806237814,0.019487007420764146,0.017647889280869966
166,0.004122602616956406,0.01747725539789524,0.01151797900055479
167,0.0007169743681664231,0.01974877040765577,0.014300891444209984
168,0.0028678974726653594,0.016525053804928858,0.018727561729172504
169,0.0026886538806237814,0.020162815163157433,0.020084627002032118
170,0.0,0.01742290982621053,0.014047161617000037
171,0.005377307761247563,0.020254401805163136,0.014290740233429633
172,0.0017924359204158913,0.018440596633466755,0.012792998006362355
173,0.0032263846567486265,0.01913951096464306,0.013821935722286849
174,0.004481089801039562,0.018610322097905474,0.015014158825117696
175,0.004301846208997984,0.01768510714747762,0.014251773519558197
176,-0.0007169743681663121,0.019113512949873845,0.018568286308833837
177,0.006632012905538609,0.019451884247589035,0.01399899083227868
178,0.003943359024914828,0.017200646448393142,0.015683621525235336
179,0.006452769313497031,0.018490805687288447,0.015013554436409837
180,0.0023301666965406254,0.017762604809641758,0.01329113537738763
181,0.0017924359204158913,0.0180539976739863,0.01659857835200107
182,0.0030471410647069375,0.018073282120263934,0.01300613398621131
183,0.0,0.01832682584616152,0.015197852747864227
184,0.0019716795124573583,0.019018261353041632,0.015835280672172936
185,0.0037641154328732496,0.018958244615366437,0.0161780085284271
186,0.0034056282487900935,0.019198137832316164,0.01541169898442174
187,0.0012547051442910462,0.019621299473187914,0.016591948324926054
188,0.0021509231044990473,0.01849974883890826,0.014228797154625772
189,0.0007169743681663121,0.018824370351246844,0.014893991223188685
190,0.0026886538806237814,0.018658313978152652,0.013989312527905584
191,0.005377307761247452,0.019184181221046148,0.016810123814991862
192,0.004481089801039673,0.018279781228505154,0.012166027106600696
193,0.0025094102885822034,0.018320877533474444,0.014533245287816243
194,0.004301846208998095,0.01822129500243952,0.017966469853960554
195,0.0010754615522494682,0.01713644769115863,0.016702006291262506
196,0.005556551353289141,0.019018939741970997,0.017874325991038553
197,0.0017924359204157803,0.016058748282745228,0.01819532867384721
198,0.0014339487363326242,0.01885358244039559,0.012744942296694373
199,0.0016131923283743133,0.018490929782824406,0.016597041942126523
200,0.0021509231044990473,0.018653217788145438,0.013726435996244513
201,0.0026886538806237814,0.018622868156584094,0.0140193230717644
202,0.0037641154328733606,0.017348758606997472,0.01636525792507132
203,0.0014339487363326242,0.01835928923835073,0.020496983805881885
204,0.0012547051442911572,0.018703902541521322,0.015785071588606203
205,0.0005377307761247341,0.01847490077610503,0.016100676952146342
206,0.0026886538806237814,0.020383837585615905,0.01619262160442253
207,0.0,0.019384008125974184,0.016823657004414017
208,0.0026886538806237814,0.01928984443333981,0.014152935823404877
209,0.0014339487363326242,0.02047838597441154,0.018593976554469205
210,0.004301846208997984,0.01816409523342921,0.017088789042215224
211,0.0025094102885822034,0.01896442043653601,0.01646999124405285
212,0.005915038537372297,0.018227185403876467,0.01813533775962406
