epoch,learning_rate,prototype_reset,elapsed_seconds,val_composite_score,stability_guard_train_activations,stability_guard_val_activations,stability_guard_cumulative_activations,train_total,train_rec,train_kld,train_ent,train_dis,train_accuracy,train_macro_f1,train_samples,val_total,val_rec,val_kld,val_ent,val_dis,val_accuracy,val_macro_f1,val_samples
1,0.001,False,165.87160348892212,0.3600647826928957,1,0,1,195.07570179128768,0.05705108874317702,38434.67581042998,2.8332133293151855,2.9024040357592633,0.4086617375977568,0.24910287960758826,346651,1.4185990208292598,0.06579945963078547,36.13640137926607,2.8332133275379543,1.2295697919304114,0.5108813551498926,0.2779975219042576,43331
2,0.001,False,331.9226498603821,0.5064824948868933,0,0,1,1.3993951956758681,0.05616080596147251,29.876552582716982,2.8332133293151855,1.241774430912904,0.5198138762040208,0.3736605278520085,346651,1.1375785300167731,0.06579945963078547,26.300331688750386,2.8332133275379543,0.9965646184623395,0.5921164985806928,0.4424882614743992,43331
3,0.001,False,497.5254690647125,0.6241300304380905,0,0,1,1.1333319629476435,0.05613378832885835,24.880939460907424,2.8332133293151855,0.9994779174955262,0.6157345572347981,0.4864651335092156,346651,0.9162020411999473,0.06579945963078547,25.8428001599249,2.8332133275379543,0.7763748517513704,0.6857215388520921,0.5726909311720085,43331
4,0.001,False,663.3859529495239,0.6932605287954835,0,0,1,0.893742827459473,0.05614059696960528,23.511668473843645,2.8332133293151855,0.7655655409190965,0.7103282552192263,0.5906683692009577,346651,0.7105528647002043,0.06579945963078547,24.672882159046612,2.8332133275379543,0.5755712418131329,0.761925642149962,0.6359485343163045,43331
5,0.001,False,829.7092502117157,0.7773511848894268,0,0,1,0.7055106702453549,0.05615334038829378,21.360397798791908,2.8332133293151855,0.5871978338251872,0.771966617722147,0.6653289038340185,346651,0.5540257027388494,0.06579945963078547,21.24499924168421,2.8332133275379543,0.4354830603120741,0.8259675520989592,0.7341397905097651,43331
6,0.001,False,995.4116396903992,0.7748192716060267,0,0,1,0.5861179453464893,0.056162398197471805,19.421877926991765,2.8332133293151855,0.4769464076719256,0.8124742175848332,0.7148402882076671,346651,0.5348799126683759,0.06579945963078547,22.17107900321196,2.8332133275379543,0.4115873905566471,0.8212826844522397,0.7333316200799482,43331
7,0.001,False,1160.838604927063,0.8502539760848272,0,0,1,0.49427740160171446,0.0561600106837429,17.638796334143535,2.8332133293151855,0.3936045728772921,0.8449853022203888,0.7541723996131126,346651,0.3972325538747632,0.06579945963078547,17.920890855468954,2.8332133275379543,0.29460606703252773,0.8768549075719462,0.825219495386757,43331
8,0.001,False,1326.2088811397552,0.8463734872550824,0,0,1,0.41562056996218205,0.04386376987303351,15.89095216070733,2.8332133293151855,0.3233974111745216,0.8742337394093772,0.7897525988849168,346651,0.4428997260587,0.02026064866836395,16.50180271173596,2.8332133275379543,0.34786265378384224,0.8705314901571624,0.8235200913898447,43331
9,0.001,False,1491.4345548152924,0.8409683433218467,0,0,1,0.35664423927031785,0.02407609667120704,14.7306863540101,2.8332133293151855,0.2700546342637533,0.8966135969606319,0.8198669330617765,346651,0.5980445314847398,0.022064765133523342,19.337752115244747,2.8332133275379543,0.4895270103008598,0.8828321525005193,0.802895139037275,43331
10,0.001,False,1656.922863483429,0.8471844432221819,0,0,1,0.31638317981385183,0.02294142402668102,13.721698270920468,2.8332133293151855,0.23466725162639795,0.9103219087785698,0.8418173956640345,346651,0.3248373784713078,0.026431488566825694,13.851648738120083,2.8332133275379543,0.24249337823072695,0.9026101405460294,0.7981718837004965,43331
11,0.001,False,1822.3047828674316,0.7654489678711858,0,0,1,0.27211429165049483,0.022342320245502197,12.097003431567872,2.8332133293151855,0.19834321298384547,0.9234734646661916,0.8654813237039304,346651,0.6222280840620504,0.030874803877447208,20.524110542723985,2.8332133275379543,0.5078262155031955,0.8524382082112114,0.6945698123420833,43331
12,0.001,False,1987.8567185401917,0.9394406677119299,0,0,1,0.2544641191380287,0.02191218100162244,11.744844331399122,2.8332133293151855,0.1823761515997732,0.9299872205763146,0.8797934088872251,346651,0.19145874252474032,0.04311075332537557,11.81550496418684,2.8332133275379543,0.118592559813711,0.954189840991438,0.9251405177645925,43331
13,0.001,False,2153.4318573474884,0.6410548061351834,0,0,1,0.22651639859388065,0.02152257108996474,10.330362005871555,2.8332133293151855,0.1613978990495189,0.9375769866522814,0.8948856215158998,346651,2.8118707492143904,0.046819033776431956,16.966400663477053,2.8332133275379543,2.7262699259068297,0.5889547898733009,0.7032670979244999,43331
14,0.001,False,2318.812599658966,0.9504850153238429,0,0,1,0.21003338040664182,0.021114810069524897,9.582980590256732,2.8332133293151855,0.1485897865234724,0.9427839527363255,0.9047287226480236,346651,0.15389245146847386,0.054611945186938377,8.578437303083234,2.8332133275379543,0.09704637121974793,0.9598901479310424,0.9412623998940916,43331
15,0.001,False,2484.596360683441,0.9600614213748014,0,0,1,0.19350937586091754,0.020567574793093065,8.782274446391936,2.8332133293151855,0.13600914550642385,0.9471456883147604,0.9143147552868061,346651,0.1472567626153492,0.06043660038558294,9.136047702616844,2.8332133275379543,0.08754600496436384,0.9657981583623734,0.9543924331658314,43331
16,0.001,False,2650.1642141342163,0.8287091571752043,0,0,1,0.17866257251047146,0.01489324786936025,8.196181055025926,2.8332133293151855,0.12406144220650304,0.9515881967742773,0.9229064019105189,346651,0.43529609108667366,0.022043461085267013,10.907253222903385,2.8332133275379543,0.36832516382394365,0.8715238512842999,0.789904133315473,43331
17,0.001,False,2815.5998685359955,0.9626896805202005,0,0,1,0.17113948964680875,0.006515871311623633,7.8659422299172,2.8332133293151855,0.11820214423849239,0.9542565865957404,0.9277709975186069,346651,0.12352974675742774,0.021059387479513827,7.294709292783295,2.8332133275379543,0.07315058864260042,0.9671136138099744,0.9583060363284874,43331
18,0.001,False,2981.1959342956543,0.9289995259127731,0,0,1,0.15693804113360504,0.005955203202994778,7.0791885868983355,2.8332133293151855,0.10788568479398945,0.9571730645519557,0.9337852929360634,346651,0.31227564810055863,0.014457088006429806,8.421127043980663,2.8332133275379543,0.25721774528907,0.9428584616094713,0.9155421092000214,43331
19,0.001,False,3146.7331821918488,0.9350151545037005,0,0,1,0.1591728197902791,0.005683383953016066,7.110247096302954,2.8332133293151855,0.10997698649967685,0.9569105526884388,0.9345730835749838,346651,0.20168512400341757,0.019094017905830016,7.550694720237943,2.8332133275379543,0.1504222242778186,0.9429507742724609,0.927211988120558,43331
20,0.001,False,3312.130178451538,0.9693195730951669,0,0,1,0.13875819381265686,0.005488263631497445,6.08456969633188,2.8332133293151855,0.094614912371989,0.961774234027884,0.9431617749729012,346651,0.11269065601405727,0.017528605204216483,6.351282622184664,2.8332133275379543,0.06701561147153869,0.9718446377881886,0.9668075957378612,43331
21,0.001,False,3477.7837274074554,0.9596443178981112,0,0,1,0.13438129861989248,0.0054150034199182285,5.897769118718108,2.8332133293151855,0.0911550873085503,0.9627521628381283,0.945226687843372,346651,0.1184838422479984,0.0180452135167789,5.2130185515916185,2.8332133275379543,0.07855523315144991,0.9641826867600564,0.9551484727158314,43331
22,0.001,False,3643.0166058540344,0.9478699656991532,0,0,1,0.13074673706377377,0.005329660500034556,5.668598125969063,2.8332133293151855,0.08865430384091214,0.9637272069026196,0.9474145581008855,346651,0.14350052443837308,0.017281383477420146,5.115877676207113,2.8332133275379543,0.10418961101028765,0.9574438623618194,0.9384856405235709,43331
23,0.001,False,3808.446193218231,0.972540092052391,0,0,1,0.12770805590661544,0.005377936081793963,5.438088452468235,2.8332133293151855,0.0867584502944466,0.9643301187649826,0.948907515843409,346651,0.09146840587976728,0.016701460610619938,4.514985121607943,2.8332133275379543,0.05491849961115768,0.9742216888601694,0.9708642904250683,43331
24,0.001,False,3973.8346934318542,0.9455780105435437,0,0,1,0.11667589520166283,0.005377848586117394,4.818205201582598,2.8332133293151855,0.07878584321866075,0.9665657967235057,0.9533755141090554,346651,0.14230876470148043,0.01561734643531485,6.291043179455174,2.8332133275379543,0.09709486988772037,0.9612056033786435,0.9304504450596158,43331
25,0.001,False,4138.973821640015,0.7458406913211009,0,0,1,0.11554710804213959,0.005424195137007419,4.7011821211933755,2.8332133293151855,0.0782392065455494,0.9669927390949399,0.9540600958437147,346651,1.9683833173981573,0.01289798501247592,9.135143946210347,2.8332133275379543,1.9180673725419608,0.7967736724285154,0.7010281495276108,43331
26,0.001,False,4304.275890827179,0.9344396818471873,0,0,1,0.11129089409367081,0.005367186357414108,4.446280040611555,2.8332133293151855,0.07524280573460919,0.9679706679051842,0.9565396839645556,346651,0.2012240129272433,0.012682689718692509,5.838694466651208,2.8332133275379543,0.15859403401634653,0.950543490803351,0.9188724339779084,43331
27,0.001,False,4469.685425043106,0.9180351280491392,0,0,1,0.10701946891208143,0.005428014843951933,4.264819130403051,2.8332133293151855,0.07186147413822283,0.9691476441723809,0.9589851344538282,346651,0.15827735252108394,0.013273777561272352,4.459347968796878,2.8332133275379543,0.12235998006615835,0.9465278899633057,0.8912076385165044,43331
28,0.001,False,4635.179417133331,0.9771873399978809,0,0,1,0.10224225898298503,0.005549046849673197,3.8924188591827718,2.8332133293151855,0.06893100826178913,0.9701515356944016,0.9611427651250867,346651,0.0816633487563246,0.011549943479044134,3.8983377674686728,2.8332133275379543,0.04818878805234568,0.9768295215896241,0.9775454206441788,43331
29,0.001,False,4800.747426986694,0.9437057888812691,0,0,1,0.10048588195708437,0.005631666585445033,3.871232593358826,2.8332133293151855,0.06727185371505316,0.9705323221337887,0.9619931928497119,346651,0.14173662775921508,0.008874595806341607,4.930082970434084,2.8332133275379543,0.10339273789848191,0.9623364335002654,0.9257828151447345,43331
30,0.001,False,4965.987245321274,0.9771033099957839,0,0,1,0.11249611401096613,0.005641373913324054,4.373285277033938,2.8332133293151855,0.07681951222928067,0.9685937729878177,0.9588936307383136,346651,0.07843224991750264,0.007117787513583961,3.8227198750474627,2.8332133275379543,0.04534371429453639,0.9770833814128453,0.9771232393916652,43331
31,0.001,False,5131.1840715408325,0.971462670344333,0,0,1,0.09446487142244248,0.005659724638535109,3.412956281354012,2.8332133293151855,0.06352334189916896,0.9715881390793623,0.9650134476523848,346651,0.08378004158671284,0.007598599430641715,3.792448259104803,2.8332133275379543,0.05086808069099179,0.9726062172578523,0.9703218093355327,43331
32,0.001,False,5296.31239938736,0.9767735354953445,0,0,1,0.08953362566791036,0.005679719499598132,3.155446438718788,2.8332133293151855,0.05986123483544889,0.9728372339903822,0.9677737785235647,346651,0.07960751424708949,0.010438003729754099,3.7147795863007502,2.8332133275379543,0.04705061378199993,0.9765525836006554,0.9769945873965028,43331
33,0.001,False,5461.427782058716,0.9750584374123049,0,0,1,0.09431175043168107,0.005826691809220922,3.334917209243258,2.8332133293151855,0.06376076851124442,0.9718304577226086,0.9649917678142153,346651,0.07227260607804192,0.008981205902998021,2.6398404551444834,2.8332133275379543,0.045087870485952204,0.9737370473794743,0.9763834186493817,43331
