analysis_level,dataset,dataset_scope,protocol_id,setting,seed,candidate,delta_auroc_vs_h0,delta_auprc_vs_h0,delta_ufar_vs_h0,delta_known_frr_vs_h0,delta_auroc_vs_des0,delta_auprc_vs_des0,delta_ufar_vs_des0,positive_vs_h0,negative_vs_h0,comparison,reference,protocols,mean_delta_auroc,std_delta_auroc,bootstrap_ci95_low_auroc,bootstrap_ci95_high_auroc,mean_delta_auprc,mean_delta_ufar,positive_protocols,negative_protocols,zero_protocols,worst_delta_auroc,best_delta_auroc,bootstrap_repetitions,bootstrap_seed
protocol,USTC-TFC2016,primary_development,a3_seed2025,A3,2025,H2,0.010185169622953238,0.007473157664904084,-0.03337453646477132,-0.002472187886279363,-0.0023132833497075955,-0.0037106047063876213,0.007416563658838072,1,0,,,,,,,,,,,,,,,,
protocol,USTC-TFC2016,primary_development,a3_seed2025,A3,2025,H3,0.0035249304410670534,-0.01086475423690536,-0.01112484548825711,0.0074165636588380685,-0.00897352253159378,-0.022048516608197066,0.029666254635352284,1,0,,,,,,,,,,,,,,,,
protocol,USTC-TFC2016,primary_development,a3_seed2026,A3,2026,H1,0.04307306094447361,0.036012822014092616,-0.18788627935723115,0.002472187886279356,-0.003440130423954302,-0.002071842456816464,0.017305315203955497,1,0,,,,,,,,,,,,,,,,
protocol,USTC-TFC2016,primary_development,a3_seed2026,A3,2026,H2,0.04466439820254542,0.03610989969024503,-0.20148331273176762,0.0037082818294190342,-0.0018487931658824897,-0.001974764780664051,0.0037082818294190342,1,0,,,,,,,,,,,,,,,,
protocol,USTC-TFC2016,primary_development,a3_seed2026,A3,2026,H3,0.034405124060133296,0.022106792296672673,-0.1606922126081582,0.018541409147095178,-0.012108067308294612,-0.015977872174236407,0.04449938195302844,1,0,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,high_seed2022,High,2022,H1,-0.005930709229127751,0.011010617952506907,-0.013918067226890818,-0.0005099439061703182,0.012185556910168316,0.004597151482685025,-0.011817226890756372,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,high_seed2022,High,2022,H2,-0.005079887640930925,0.01708745122275024,-0.038340336134453756,0.0,0.013036378498365142,0.010673984752928356,-0.03623949579831931,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,high_seed2022,High,2022,H3,-0.03316771315869527,-0.0015039774771662406,0.0,-0.004589495155532891,-0.0150514470193992,-0.007917443946988123,0.0021008403361344463,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,high_seed2023,High,2023,H1,-0.019170293861856424,0.001131711603229557,0.0017110153991385935,0.0046367851622874795,0.010374609600234508,0.0003205861271463606,-0.013629122662103949,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,high_seed2023,High,2023,H2,-0.020667648914558856,0.001787093238655113,-0.003776033984305871,0.0030911901081916576,0.008877254547532076,0.0009759677625719165,-0.019116172045548413,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,high_seed2023,High,2023,H3,-0.0237830502143761,0.0011468136476888713,0.01085609770487933,-0.006182380216383308,0.005761853247714832,0.00033568817160567477,-0.004484040356363211,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,high_seed2024,High,2024,H1,-0.008555893429750938,0.0013380654932729774,-0.0022118874773139896,0.0017271157167530263,0.0008886829253766937,0.0002926727430712095,-0.03839609800362975,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,high_seed2024,High,2024,H2,3.301032194569231e-05,0.0028753123193184793,-0.010095281306715082,0.006908462867012091,0.009477586677073324,0.0018299195691167114,-0.046279491833030845,1,0,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,high_seed2024,High,2024,H3,-0.013451559262637636,0.0008764296057808263,0.0053879310344827624,0.0034542314335060456,-0.004006982907510004,-0.00016896314442094162,-0.030796279491833,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,high_seed2025,High,2025,H1,0.16863801011900215,0.07141178084195332,-0.0307249159865578,0.0,-0.02816674967060151,-0.005433213310489848,0.006721075372059571,1,0,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,high_seed2025,High,2025,H2,0.1747770609029532,0.07814944078796149,-0.06817090734517517,0.0010384215991692675,-0.02202769888665046,0.0013044466355183193,-0.0307249159865578,1,0,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,high_seed2025,High,2025,H3,0.1644778429346202,0.0674466352301466,-0.024963994239078247,0.0025960539979231617,-0.032326916854983456,-0.009398358922296568,0.012481997119539123,1,0,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,high_seed2026,High,2026,H1,-0.02646761975010925,-0.014580430335588757,-0.008979967764218277,0.0020975353959098095,0.005137102288416906,0.007113286546238773,0.00023025558369793586,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,high_seed2026,High,2026,H2,-0.025080833957470405,-0.012423978187580897,-0.012203545935989046,0.003670686942842165,0.006523888081055751,0.009269738694246632,-0.002993322588072833,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,high_seed2026,High,2026,H3,-0.026126462355385405,-0.014040639027331214,-0.006447156343541427,0.003670686942842165,0.0054782596831407515,0.007653077854496315,0.0027630670043747863,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,low_seed2022,Low,2022,H1,-0.0360738005969411,-0.02703754603739661,-0.009854327335047097,-0.00047460844803037805,0.021165421988727395,0.0096662599311228,0.008140531276778162,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,low_seed2022,Low,2022,H2,-0.05216788694314345,-0.03708846895128293,-0.011996572407883432,0.0,0.005071335642525043,-0.0003846629827635173,0.005998286203941827,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,low_seed2022,Low,2022,H3,-0.05789826542202936,-0.04587518296780302,-0.005141388174807249,-0.00047460844803037805,-0.000659042836360868,-0.00917137699928361,0.01285347043701801,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,low_seed2023,Low,2023,H1,0.033746903173697995,0.0674738335026106,-0.021031207598371793,-0.000455788514129446,-0.001532797601451641,0.007393008993891503,-0.016282225237449127,1,0,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,low_seed2023,Low,2023,H2,0.039204151200572857,0.07726619012782643,-0.03392130257801901,0.001367365542388331,0.00392445042542322,0.01718536561910733,-0.029172320217096342,1,0,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,low_seed2023,Low,2023,H3,0.032212868697038544,0.06734442806337748,-0.01560379918588875,0.0,-0.0030668320781110925,0.007263603554658382,-0.010854816824966085,1,0,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,low_seed2024,Low,2024,H1,-0.018660248091641907,0.0007263003668845913,0.0005169628432956375,0.011349306431273638,0.025182748076362893,0.0015305176084480232,-0.06093699515347337,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,low_seed2024,Low,2024,H2,-0.020330639460383382,0.001960009193479606,-0.0032956381260096923,0.007566204287515761,0.023512356707621418,0.002764226435043038,-0.0647495961227787,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,low_seed2024,Low,2024,H3,-0.016580336425141673,0.0008900236161039077,0.000710823909531505,-0.0012610340479192947,0.027262659742863127,0.0016942408576673396,-0.0607431340872375,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,low_seed2025,Low,2025,H1,0.034619395339769654,0.0728508068643654,-0.08298562818729716,-0.0018814675446848506,0.021764444973616293,0.024701447403074117,-0.027352804821511367,1,0,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,low_seed2025,Low,2025,H2,0.037550302216721176,0.0791269767892302,-0.09921186833565143,-0.0009407337723424253,0.024695351850567815,0.03097761732793891,-0.04357904496986564,1,0,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,low_seed2025,Low,2025,H3,0.027936020508606774,0.06520024384962964,-0.022716736207695876,-0.002822201317027276,0.015081070142453412,0.01705088438833835,0.03291608715808991,1,0,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,low_seed2026,Low,2026,H1,-0.06065043751715404,-0.04054243499586763,-0.020905923344947785,0.0009345794392523407,-0.00964980019817363,0.019328648429373985,-0.10801393728222997,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,low_seed2026,Low,2026,H2,-0.05645331987365265,-0.036567621988815135,-0.022896963663514236,0.004672897196261683,-0.005452682554672239,0.023303461436426476,-0.11000497760079642,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,low_seed2026,Low,2026,H3,-0.03930292655015055,-0.027427834743631085,-0.004479840716774541,-0.011682242990654207,0.011697710768829861,0.032443248681610526,-0.09158785465405672,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,medium_seed2022,Medium,2022,H1,-0.018697960908957145,0.009755611715803636,-0.06938662225922843,0.003028773346794543,0.0391643875210278,0.02606985414069196,-0.019150707743547102,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,medium_seed2022,Medium,2022,H2,-0.01894741649892695,0.015362035510920635,-0.06855398279211766,0.003028773346794543,0.038914931931057994,0.03167627793580896,-0.01831806827643634,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,medium_seed2022,Medium,2022,H3,-0.036347591881408015,-8.268056259641554e-06,-0.06716625034693313,0.004038364462392731,0.02151475654857693,0.016305974368628684,-0.016930335831251808,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,medium_seed2023,Medium,2023,H1,0.053666985001038725,0.00584027704835266,-0.4625922723947596,0.0035799522673031076,-0.010610105256675495,0.0002675631196897843,0.0842588282237148,1,0,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,medium_seed2023,Medium,2023,H2,0.06683589389609057,0.007864618211745555,-0.4903903704196315,0.002386634844868736,0.00255880363837635,0.0022919042830826797,0.056460730198842846,1,0,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,medium_seed2023,Medium,2023,H3,0.047485375373997885,0.005537975423865471,-0.4370552636829154,0.0,-0.016791714883716335,-3.47385047974047e-05,0.10979583693555897,1,0,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,medium_seed2024,Medium,2024,H1,0.012752354262041132,0.003274974383850271,-0.04697209699037405,-0.010000000000000002,0.08367177844697038,0.00936271869543992,-0.6632752528329475,1,0,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,medium_seed2024,Medium,2024,H2,0.012146382008390022,0.00382475108522784,-0.0648836359205556,-0.00857142857142857,0.08306580619331927,0.009912495396817489,-0.681186791763129,1,0,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,medium_seed2024,Medium,2024,H3,0.012173667078626327,0.003278397894290408,-0.05678079688071158,-0.004285714285714282,0.08309309126355557,0.009366142205880057,-0.673083952723285,1,0,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,medium_seed2025,Medium,2025,H1,0.2038905562224892,0.07965386332890034,-0.022222222222222143,-0.0010204081632653045,-0.049319394424436225,-0.017792295403326164,-0.06379084967320259,1,0,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,medium_seed2025,Medium,2025,H2,0.2033958249966653,0.09197364326221735,-0.058562091503267966,-0.0015306122448979567,-0.04981412565026011,-0.005472515470009154,-0.10013071895424841,1,0,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,medium_seed2025,Medium,2025,H3,0.1525598239295719,0.07281813272918158,-0.09464052287581692,0.002040816326530616,-0.10065012671735352,-0.024628026003044923,-0.13620915032679737,1,0,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,medium_seed2026,Medium,2026,H1,-0.004367717706368013,-0.0020049334295175747,0.009071877180739762,0.000523286237571953,-0.02408060044387439,-0.01058157993619424,0.0011630611770179211,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,medium_seed2026,Medium,2026,H2,-0.011504202661614782,-0.006573623900646197,0.006047918120493212,0.001046572475143906,-0.03121708539912116,-0.015150270407322863,-0.0018608978832286294,0,1,,,,,,,,,,,,,,,,
protocol,VNAT,primary_development,medium_seed2026,Medium,2026,H3,-0.012722769426986469,-0.00751271814296528,0.026052570365201255,0.003139717425431711,-0.032435652164492845,-0.016089364649641946,0.018143754361479414,0,1,,,,,,,,,,,,,,,,
summary,ISCX-VPN,supplementary_retrospective,ALL,ALL,ALL,H1,,,,,,,,,,H1-H0,H0,15,0.008645967747766064,0.009520198493388463,0.0036188443079961346,0.012991225577558836,0.004474293272136521,-0.0036423996058142505,13,2,0,-0.014582384957941619,0.023629550084292295,10000,0
summary,ISCX-VPN,supplementary_retrospective,ALL,ALL,ALL,H1,,,,,,,,,,H1-DES0,DES0,15,-0.014805538446200398,0.00648718734268211,-0.018026399141937658,-0.011647432456788344,-0.007431564916253042,0.002929391475732945,0,15,0,-0.0258268184067294,-0.0009394406744807071,10000,0
summary,ISCX-VPN,supplementary_retrospective,ALL,ALL,ALL,H3,,,,,,,,,,H3-H0,H0,15,-0.03143261874850458,0.0242804530533056,-0.04265568790891369,-0.01884855470207411,-0.015568040026864672,0.004124985042058204,1,14,0,-0.0698565066798616,0.028893507450354072,10000,0
summary,ISCX-VPN,supplementary_retrospective,ALL,ALL,ALL,H3,,,,,,,,,,H3-DES0,DES0,15,-0.054884124942471045,0.02432566785621072,-0.06598404533505206,-0.04215970072759489,-0.027473898215254235,0.0106967761236054,1,14,0,-0.09638099950519557,0.004325159366646181,10000,0
summary,ISCXTor2016,supplementary_retrospective,ALL,ALL,ALL,H1,,,,,,,,,,H1-H0,H0,15,0.048385285117834013,0.029485268372313106,0.033964358183475915,0.06268991770859819,0.025010080949321518,-0.011072222222222216,14,1,0,-0.0045731150038080814,0.09924281221922726,10000,0
summary,ISCXTor2016,supplementary_retrospective,ALL,ALL,ALL,H1,,,,,,,,,,H1-DES0,DES0,15,-0.02134821964744332,0.018442779637423568,-0.029667086548993405,-0.01130294859353548,-0.011686110572115719,0.007711111111111105,1,14,0,-0.04633041329739451,0.028772277227722798,10000,0
summary,ISCXTor2016,supplementary_retrospective,ALL,ALL,ALL,H3,,,,,,,,,,H3-H0,H0,15,0.03106178054804772,0.02987471673210269,0.016549369611761903,0.04552533919209811,0.030144887254761957,-0.03613333333333332,13,2,0,-0.024290708287696194,0.08105379604672058,10000,0
summary,ISCXTor2016,supplementary_retrospective,ALL,ALL,ALL,H3,,,,,,,,,,H3-DES0,DES0,15,-0.038671724217229614,0.039087135835447526,-0.056796158521420406,-0.01854576366595053,-0.006551304266675281,-0.017349999999999997,3,12,0,-0.08176415094339617,0.04159939070830165,10000,0
summary,USTC-TFC2016,primary_development,ALL,ALL,ALL,H1,,,,,,,,,,H1-H0,H0,15,0.023170274163095726,0.026390865462177334,0.010807882897026359,0.03696296519976146,0.01560350938111729,-0.042378382090372195,12,3,0,-0.0010499999999999954,0.07962916666666675,10000,0
summary,USTC-TFC2016,primary_development,ALL,ALL,ALL,H1,,,,,,,,,,H1-DES0,DES0,15,-0.008283758123272903,0.011872690852665922,-0.014652596851759734,-0.003010042736849528,-0.005687876714714046,0.015019365471775856,3,12,0,-0.037984722222222156,0.0007749999999999702,10000,0
summary,USTC-TFC2016,primary_development,ALL,ALL,ALL,H2,,,,,,,,,,H2-H0,H0,15,0.03296316817079889,0.03975147281153434,0.014654997249775247,0.0536032419258189,0.0202050553491652,-0.05415052877352012,12,3,0,-0.0030999999999999917,0.10400833333333326,10000,0
summary,USTC-TFC2016,primary_development,ALL,ALL,ALL,H2,,,,,,,,,,H2-DES0,DES0,15,0.0015091358844302608,0.010384873776703834,-0.0026906071894285967,0.0073384346794338655,-0.0010863307466661384,0.0032472187886279365,6,9,0,-0.013605555555555648,0.03495416666666662,10000,0
summary,USTC-TFC2016,primary_development,ALL,ALL,ALL,H3,,,,,,,,,,H3-H0,H0,15,0.013721950952003991,0.019359543885250942,0.004590227769252475,0.023505179549337035,0.004487494491503341,-0.02853495398983656,10,5,0,-0.008125000000000049,0.04985138888888896,10000,0
summary,USTC-TFC2016,primary_development,ALL,ALL,ALL,H3,,,,,,,,,,H3-DES0,DES0,15,-0.017732081334364637,0.020487397570167057,-0.02872093510172918,-0.008623727725094687,-0.016803891604327995,0.028862793572311495,1,14,0,-0.07020277777777773,0.00045000000000006146,10000,0
summary,VNAT,primary_development,ALL,ALL,ALL,H1,,,,,,,,,,H1-H0,H0,15,0.02058263486840882,0.07363456594822394,-0.011622097865596398,0.059801472182498316,0.016020166553557313,-0.052032352224270335,6,9,0,-0.06065043751715404,0.2038905562224892,10000,0
summary,VNAT,primary_development,ALL,ALL,ALL,H1,,,,,,,,,,H1-DES0,DES0,15,0.006411685675712553,0.03136307329355909,-0.008064512190409824,0.02273440000980579,0.005122441771390881,-0.06147543124450552,9,6,0,-0.049319394424436225,0.08367177844697038,10000,0
summary,VNAT,primary_development,ALL,ALL,ALL,H2,,,,,,,,,,H2-H0,H0,15,0.02158071930617716,0.0757758400766275,-0.01170653784125582,0.06196941497549765,0.018974921914733853,-0.06535004082218641,7,8,0,-0.05645331987365265,0.2033958249966653,10000,0
summary,VNAT,primary_development,ALL,ALL,ALL,H2,,,,,,,,,,H2-DES0,DES0,15,0.007409770113480896,0.030651417608867287,-0.007021277320322507,0.023258438740419496,0.008077197132567418,-0.07479311984242161,11,4,0,-0.04981412565026011,0.08306580619331927,10000,0
summary,VNAT,primary_development,ALL,ALL,ALL,H3,,,,,,,,,,H3-H0,H0,15,0.011830994921710077,0.06635033828129545,-0.017421784649190857,0.04702705565180742,0.012544697309660553,-0.04613255504267122,6,9,0,-0.05789826542202936,0.1644778429346202,10000,0
summary,VNAT,primary_development,ALL,ALL,ALL,H3,,,,,,,,,,H3-DES0,DES0,15,-0.0023399542709861888,0.03893025479243089,-0.021605734384600825,0.01678679180059475,0.0016469725274941209,-0.05557563406290641,7,8,0,-0.10065012671735352,0.08309309126355557,10000,0
summary,PRIMARY_POOLED,primary_pooled,ALL,ALL,ALL,H1,,,,,,,,,,H1-H0,H0,30,0.02187645451575227,0.05436454163539166,0.004168461963804057,0.04190955964966792,0.015811837967337303,-0.04720536715732126,18,12,0,-0.06065043751715404,0.2038905562224892,10000,0
summary,PRIMARY_POOLED,primary_pooled,ALL,ALL,ALL,H1,,,,,,,,,,H1-DES0,DES0,30,-0.0009360362237801752,0.024469625560013326,-0.008797358628183673,0.008036499329908324,-0.0002827174716615829,-0.02322803288636483,12,18,0,-0.049319394424436225,0.08367177844697038,10000,0
summary,PRIMARY_POOLED,primary_pooled,ALL,ALL,ALL,H2,,,,,,,,,,H2-H0,H0,30,0.027271943738488024,0.059735597452219534,0.0072965641028253595,0.048630991955868376,0.019589988631949527,-0.05975028479785327,19,11,0,-0.05645331987365265,0.2033958249966653,10000,0
summary,PRIMARY_POOLED,primary_pooled,ALL,ALL,ALL,H2,,,,,,,,,,H2-DES0,DES0,30,0.004459452998955578,0.02268532960502139,-0.0030324993175727152,0.012727457400519043,0.0034954331929506403,-0.035772950526896836,17,13,0,-0.04981412565026011,0.08306580619331927,10000,0
summary,PRIMARY_POOLED,primary_pooled,ALL,ALL,ALL,H3,,,,,,,,,,H3-H0,H0,30,0.012776472936857035,0.04803269305922716,-0.0030426267465096914,0.03035422857458149,0.008516095900581947,-0.03733375451625389,16,14,0,-0.05789826542202936,0.1644778429346202,10000,0
summary,PRIMARY_POOLED,primary_pooled,ALL,ALL,ALL,H3,,,,,,,,,,H3-DES0,DES0,30,-0.010036017802675412,0.03155239571216662,-0.020774323497322205,0.0008735944930600203,-0.007578459538416937,-0.013356420245297455,8,22,0,-0.10065012671735352,0.08309309126355557,10000,0
summary,ALL_AVAILABLE,all_available,ALL,ALL,ALL,H1,,,,,,,,,,H1-H0,H0,60,0.025196040474276156,0.043502404102334684,0.014866848970869685,0.03657374099693748,0.015277012539033161,-0.027281339035669747,45,15,0,-0.06065043751715404,0.2038905562224892,10000,0
summary,ALL_AVAILABLE,all_available,ALL,ALL,ALL,H1,,,,,,,,,,H1-DES0,DES0,60,-0.009506457635301018,0.021567147109302208,-0.014666323124092563,-0.0038646007898875917,-0.004920777607922981,-0.008953890796471402,13,47,0,-0.049319394424436225,0.08367177844697038,10000,0
summary,ALL_AVAILABLE,all_available,ALL,ALL,ALL,H2,,,,,,,,,,H2-H0,H0,30,0.027271943738488024,0.059735597452219534,0.0072965641028253595,0.048630991955868376,0.019589988631949527,-0.05975028479785327,19,11,0,-0.05645331987365265,0.2033958249966653,10000,0
summary,ALL_AVAILABLE,all_available,ALL,ALL,ALL,H2,,,,,,,,,,H2-DES0,DES0,30,0.004459452998955578,0.02268532960502139,-0.0030324993175727152,0.012727457400519043,0.0034954331929506403,-0.035772950526896836,17,13,0,-0.04981412565026011,0.08306580619331927,10000,0
summary,ALL_AVAILABLE,all_available,ALL,ALL,ALL,H3,,,,,,,,,,H3-H0,H0,60,0.006295526918314301,0.04499856497350096,-0.0045985748483239105,0.017949251965822706,0.007902259757265296,-0.026668964330945722,30,30,0,-0.0698565066798616,0.1644778429346202,10000,0
summary,ALL_AVAILABLE,all_available,ALL,ALL,ALL,H3,,,,,,,,,,H3-DES0,DES0,60,-0.028406971191262863,0.03699873545173407,-0.03748421956302539,-0.018801745490794795,-0.012295530389690846,-0.008341516091747377,12,48,0,-0.10065012671735352,0.08309309126355557,10000,0
