class,local_label,support,precision,recall,f1
netflix,0,20,0.38461538461538464,0.5,0.4347826086956522
rdp,1,4,0.0,0.0,0.0
rsync,2,191,0.3333333333333333,0.005235602094240838,0.010309278350515464
scp,3,229,0.5086848635235732,0.8951965065502183,0.6487341772151899
skype,4,126,0.9007633587786259,0.9365079365079365,0.9182879377431906
ssh,5,1356,0.9804630969609262,0.9992625368731564,0.9897735573411248
youtube,6,34,0.6666666666666666,0.29411764705882354,0.40816326530612246
