setting,unknown_class,sample_count,native_unknown_far,single_unknown_far,multi_unknown_far,delta_unknown_far_multi_minus_single
A-3,Geodo,4095,0.04713064713064713,0.0,0.0,0.0
A-3,Htbot,634,0.09936908517350158,0.0031545741324921135,0.0031545741324921135,0.0
A-3,Tinba,850,0.23647058823529413,0.0,0.0,0.0
A-3,Miuref,1348,0.40059347181008903,0.0,0.0,0.0
A-3,Neris,3379,0.8742231429416987,0.35454276413139985,0.2846996152707902,-0.06984314886060966
