setting,unknown_class,sample_count,native_unknown_far,single_unknown_far,multi_unknown_far,delta_unknown_far_multi_minus_single
A-1,Tinba,850,0.004705882352941176,0.5223529411764706,0.6235294117647059,0.10117647058823531
