setting,metric,bootstrap_mean,ci_2_5pct,ci_97_5pct,resamples,seed
A-1,delta_unknown_far_multi_minus_single,0.10112235294117647,0.08235294117647052,0.12235294117647055,1000,0
A-1,delta_auroc_multi_minus_single,-0.01555234840037844,-0.016654164988856014,-0.014533940323388103,1000,0
A-1,delta_auprc_multi_minus_single,-0.014261369084450219,-0.021398431750989245,-0.006163154603118634,1000,0
