replicate,delta_unknown_far_multi_minus_single,delta_auroc_multi_minus_single,delta_auprc_multi_minus_single
56,0.10588235294117643,-0.015576234613609907,-0.015345631334266113
57,0.10705882352941176,-0.015357639862087047,-0.010444433988416407
58,0.09764705882352942,-0.015585365167060883,-0.015122040068010156
59,0.10470588235294115,-0.014168660660410781,-0.013605980047751959
60,0.08352941176470585,-0.014807774923289885,-0.005549459162738385
61,0.11058823529411765,-0.015993425022367336,-0.00812017459617509
62,0.09882352941176475,-0.016135964466725494,-0.0173671767477728
63,0.08823529411764708,-0.01499241772404436,-0.004410884238372881
64,0.09764705882352942,-0.015171626254380177,-0.017166949313407898
65,0.07176470588235295,-0.014835313455816679,-0.010346600712300508
66,0.10235294117647065,-0.014995918177512224,-0.014677016236909896
67,0.10117647058823531,-0.015884568263126342,-0.014497862128708933
68,0.0894117647058823,-0.01523326360984889,-0.013733744381921903
69,0.09411764705882353,-0.015466986195239563,-0.01623169702009422
70,0.10235294117647065,-0.015320970776109277,-0.012629062204032537
71,0.09647058823529409,-0.014707338835328154,-0.012342884774085877
72,0.0929411764705882,-0.015446448569648497,-0.007241941228159826
73,0.10352941176470587,-0.014543919063641053,-0.017594921542757436
74,0.09411764705882353,-0.01541837150581915,-0.01569927121593348
75,0.128235294117647,-0.016815493056005937,-0.017175785566307944
76,0.08823529411764708,-0.015939841157744383,-0.007907749144728055
77,0.10117647058823531,-0.0157488828535306,-0.020089245255868665
78,0.10588235294117654,-0.015356513842090358,-0.018466811199703725
79,0.09647058823529409,-0.01536304965381008,-0.01576248027394561
80,0.09176470588235286,-0.015205382375583998,-0.01566424951227327
81,0.12235294117647061,-0.01513600975231233,-0.018555519671203474
82,0.08588235294117641,-0.016070361562573132,-0.01247190748748167
83,0.10941176470588232,-0.015469213756537314,-0.01659857168789608
84,0.10352941176470587,-0.01570342591583973,-0.011885465547561147
85,0.09529411764705886,-0.01557280759622881,-0.02054022278144854
86,0.10235294117647065,-0.015399057815007167,-0.008141887513355955
87,0.10352941176470587,-0.01542468700927857,-0.016435633969195812
88,0.09764705882352942,-0.014823318894982784,-0.015837673057796653
89,0.07647058823529418,-0.015192947198229723,-0.015877557227510497
90,0.10941176470588232,-0.015157257260075108,-0.00820249063902509
91,0.08235294117647063,-0.01596360997115176,-0.011471306394276765
92,0.08705882352941174,-0.01635262540129756,-0.01439381089040645
93,0.09058823529411764,-0.014445514707412288,-0.006257748736354679
94,0.09882352941176464,-0.013781921748953763,-0.011447151006416828
95,0.09058823529411764,-0.014787555520741291,-0.011765692786999682
96,0.0894117647058823,-0.0147988646780991,-0.00776076088250971
97,0.09882352941176475,-0.016439108632779087,-0.015484311780785742
98,0.09882352941176475,-0.015616599982620105,-0.01898390019203039
99,0.09411764705882353,-0.014511998844605523,-0.013272937083343317
100,0.1047058823529412,-0.014979982546689974,-0.016837065021314157
101,0.12235294117647055,-0.015177133960885492,-0.01610741247353309
102,0.10235294117647054,-0.015047910926922481,-0.010070403956514123
103,0.09764705882352931,-0.017038420536646393,-0.024216750481323823
104,0.08823529411764708,-0.016054474889142023,-0.014644681265600756
105,0.1082352941176471,-0.015490657093864768,-0.014684764353010082
106,0.09999999999999998,-0.014903168399962308,-0.01392915647897186
107,0.1047058823529412,-0.015502896441654479,-0.018036189433685512
108,0.0894117647058823,-0.015293285371409171,-0.01265124243825888
109,0.09411764705882353,-0.01559863262006489,-0.016786533722258357
110,0.12235294117647061,-0.015753313497430255,-0.016732225175573573
111,0.10352941176470587,-0.01594292547338738,-0.01850213554954727
112,0.11882352941176472,-0.014909483903421838,-0.01451496880195799
113,0.10588235294117643,-0.015911421392176717,-0.01584199316233134
114,0.0964705882352942,-0.015696792189337838,-0.015051392880703202
115,0.12352941176470589,-0.016202815784352453,-0.011779895774861687
116,0.10823529411764699,-0.01576631168478293,-0.017511597384071625
117,0.10117647058823531,-0.016631486701336518,-0.010526723077310424
118,0.10352941176470587,-0.01497329986279683,-0.012241576890412775
119,0.10941176470588238,-0.014319547339961325,-0.008199155077573683
120,0.12352941176470589,-0.01679037791434157,-0.01664753347861045
121,0.1070588235294117,-0.015460964436127211,-0.012832731049954305
122,0.11294117647058821,-0.016718753251076746,-0.015113795659775303
123,0.0929411764705883,-0.015088570040279747,-0.015209100106693213
124,0.12117647058823533,-0.015933574611675994,-0.009954486851476263
125,0.10588235294117643,-0.015624971696508339,-0.020818016303431663
126,0.09764705882352942,-0.015566761358420722,-0.013592846506636863
127,0.11529411764705888,-0.015660832985531892,-0.008411840851573815
128,0.09411764705882353,-0.014699040557526799,-0.010255420729772896
129,0.11882352941176466,-0.016415584606327527,-0.01913441397570939
130,0.10588235294117654,-0.01566989010289621,-0.017193130512850097
131,0.09411764705882353,-0.014774018802086175,-0.007912795554002372
132,0.08705882352941174,-0.015107467593266866,-0.02003407222127132
133,0.10117647058823531,-0.015614690644364937,-0.013884105314283163
134,0.08470588235294119,-0.016071169359527127,-0.01698280431326804
135,0.09999999999999998,-0.014297957130460337,-0.018184948670554646
136,0.11882352941176472,-0.01597506600068288,-0.01728356494444558
137,0.09999999999999998,-0.01570455193583642,-0.011673331926030761
138,0.0929411764705883,-0.015423095894065986,-0.017261775229324566
139,0.10000000000000003,-0.014896828417807262,-0.015336843443271186
140,0.06941176470588228,-0.014541544630169767,-0.014190511616665263
141,0.10235294117647065,-0.01676288833920625,-0.023399060693620355
142,0.10235294117647054,-0.015075792161187374,-0.011355311152422443
143,0.09647058823529409,-0.014535792136708525,-0.009248924713138512
144,0.1164705882352941,-0.016256032468541792,-0.02162898692867682
145,0.10117647058823531,-0.015413255458443076,-0.008702487175123674
146,0.128235294117647,-0.015982213779792143,-0.0173835346579001
147,0.09529411764705875,-0.01550534431121231,-0.011615678657750206
148,0.10000000000000009,-0.01585707868799091,-0.01839135743182793
149,0.10235294117647065,-0.0156404911895055,-0.014904568342911068
150,0.11411764705882355,-0.016231994389483084,-0.012370451419580736
151,0.11882352941176466,-0.015575426816655802,-0.015207607220892067
152,0.11529411764705888,-0.016505347983016727,-0.011084807509078393
153,0.08823529411764708,-0.015464073230465725,-0.014385476744553566
154,0.10588235294117654,-0.015592806690517103,-0.019052911274834716
155,0.11529411764705877,-0.015540813941106735,-0.015960100350377232
156,0.10705882352941187,-0.016097777701621907,-0.01671976185576865
157,0.08588235294117652,-0.01564519109905671,-0.016251648107214273
158,0.09882352941176464,-0.01520291002733043,-0.007487744541709113
159,0.11411764705882355,-0.016500280893031793,-0.02004910235591212
160,0.1047058823529411,-0.015504169333824591,-0.015975230725066125
161,0.10588235294117643,-0.01615606147579607,-0.018402353132393412
162,0.1317647058823529,-0.016416221052412583,-0.017073653828719698
163,0.12823529411764711,-0.01534667340646756,-0.016395308535554654
164,0.10235294117647054,-0.016074645334299476,-0.01177012877938241
165,0.10352941176470587,-0.015253507491092888,-0.01685948560387182
166,0.10117647058823531,-0.016734272744073908,-0.021747177172842497
167,0.1047058823529412,-0.016055870174790154,-0.019325560915534695
168,0.09764705882352942,-0.01596769791331365,-0.010997295380823252
169,0.10235294117647065,-0.015926622662131518,-0.013362133085721595
170,0.0929411764705882,-0.015663599078132417,-0.01274836560983647
171,0.10235294117647054,-0.014939568220288635,-0.01540707114259382
172,0.09999999999999998,-0.016207662566077197,-0.013735506410290393
173,0.07882352941176463,-0.01595342683379075,-0.011701630656761386
174,0.08235294117647052,-0.014392665203656563,-0.015887462094269805
175,0.09999999999999998,-0.015071875569894755,-0.00779582785507657
176,0.10000000000000009,-0.016094840258152332,-0.01702637867795248
177,0.10941176470588232,-0.015531707866351274,-0.017380528617038454
178,0.09529411764705875,-0.015102449460673184,-0.016018440596717004
179,0.0929411764705882,-0.015389902782860454,-0.008626871188089552
180,0.09882352941176464,-0.015301461255732618,-0.014594664673831192
181,0.09176470588235297,-0.01527847576058361,-0.021941694105221038
182,0.1047058823529412,-0.01665383575040047,-0.016986316649739874
183,0.09176470588235297,-0.014771938112961958,-0.010673325584090926
184,0.10588235294117654,-0.01558717659053388,-0.01951000160001415
185,0.10352941176470587,-0.015513128536406628,-0.010786444500427594
186,0.09176470588235286,-0.015924223749964828,-0.01457417771296804
187,0.09999999999999998,-0.01558365165837039,-0.019597724339371014
188,0.10588235294117643,-0.015475969876517226,-0.01142434550281926
189,0.09176470588235297,-0.016358353416063176,-0.0205022475345161
190,0.0894117647058823,-0.01507620829901224,-0.012262039970491717
191,0.09764705882352942,-0.015052684272560457,-0.010230604741508553
192,0.09764705882352942,-0.01657065714282213,-0.011201499945257293
193,0.08941176470588241,-0.014570282618779795,-0.013598650127973871
194,0.10470588235294115,-0.014682909097140096,-0.012082187997564359
195,0.10352941176470598,-0.015762321657403544,-0.01619964720471817
196,0.08470588235294119,-0.01478192542075818,-0.014172478296975738
197,0.09411764705882353,-0.01605288377392955,-0.016950228057072914
198,0.11176470588235299,-0.016269618144588383,-0.011986304333711867
199,0.1047058823529412,-0.01490013304171045,-0.015678109076106506
200,0.10705882352941176,-0.015179386000878758,-0.014161312588006097
201,0.09176470588235297,-0.016732681628861212,-0.018584110649007612
202,0.08470588235294119,-0.015441773138792914,-0.0174807773307164
203,0.09411764705882353,-0.014739087703494524,-0.017652862062490338
204,0.10235294117647054,-0.014850857427509467,-0.00874375863431584
205,0.10823529411764699,-0.015890100448327282,-0.017070027361821227
206,0.10117647058823531,-0.01590429809176319,-0.010926958295554984
207,0.09882352941176475,-0.015285476667519449,-0.01333888955252599
208,0.08705882352941174,-0.01505731074602501,-0.009251803965826144
209,0.08705882352941174,-0.015234340672454327,-0.010776939583299644
210,0.09764705882352942,-0.01566509227856261,-0.017678552682435733
211,0.11529411764705882,-0.015702446768016576,-0.02485620797970317
212,0.09529411764705886,-0.01580633435205503,-0.01806328215834302
213,0.12117647058823533,-0.01571958185492206,-0.015577898558901682
214,0.08823529411764697,-0.015037776746952725,-0.016431613176201787
215,0.0929411764705882,-0.015906060557845048,-0.017927430892524132
216,0.10235294117647065,-0.0153935011511106,-0.01752355931544536
217,0.09882352941176475,-0.01565620651206734,-0.01226145498595152
218,0.10117647058823531,-0.015821168441575995,-0.010096058035329092
219,0.09999999999999998,-0.015641029720808275,-0.017462246115055174
220,0.10705882352941176,-0.01617170336227125,-0.014429012480118353
221,0.08941176470588241,-0.014695148444929695,-0.011967086315736702
222,0.10117647058823531,-0.01579754650034204,-0.010869901491602746
223,0.10705882352941176,-0.015577238240128577,-0.0035068047109585443
224,0.08823529411764708,-0.014936997957252895,-0.017386748109248895
225,0.1082352941176471,-0.015558756824966213,-0.022021268135629435
226,0.10588235294117648,-0.014534421329756242,-0.012251997791552421
227,0.11294117647058832,-0.01588011314053095,-0.016788234463733953
228,0.08941176470588241,-0.014860404118785309,-0.011238699161664756
229,0.11764705882352938,-0.015275464881027268,-0.0064324500741279045
230,0.09764705882352942,-0.0161234068958932,-0.014376576214363584
231,0.0894117647058823,-0.01552921103940208,-0.00781542731986945
232,0.10941176470588232,-0.01615258550102383,-0.01642927135354763
233,0.09411764705882353,-0.014940571846807416,-0.014111805356903068
234,0.10941176470588243,-0.016074914599950918,-0.01680195077590671
235,0.10941176470588232,-0.015627737789108642,-0.015596294039025405
236,0.08823529411764708,-0.015346061439078018,-0.01764530455501767
237,0.08705882352941174,-0.015499958998185015,-0.011106955969834992
238,0.11411764705882355,-0.016272726938926896,-0.010136590370752735
239,0.10705882352941176,-0.015380772229409367,-0.016321216028989227
240,0.1082352941176471,-0.015408114932371597,-0.014657542466901263
241,0.09999999999999998,-0.015194171133008694,-0.008206251048302221
242,0.08823529411764708,-0.015674687927229702,-0.014703514101817444
243,0.09882352941176475,-0.015574521104919414,-0.01582062826663455
244,0.09411764705882353,-0.015002062330102484,-0.015244325151739846
245,0.08941176470588241,-0.014973740479317321,-0.008713783179353896
246,0.11529411764705888,-0.0158695383440407,-0.021467020441195306
247,0.11176470588235299,-0.015344641674734372,-0.02082400906756776
248,0.09411764705882353,-0.015005146645745593,-0.010343953635832154
249,0.09058823529411764,-0.015290764065764462,-0.00836846773133304
250,0.10000000000000003,-0.014876927238301363,-0.007476469625818716
251,0.1164705882352941,-0.016189670724826355,-0.0187142605482771
252,0.09647058823529409,-0.016064853856067707,-0.015158181657151854
253,0.0929411764705883,-0.015563383298430766,-0.017836041229803146
254,0.10588235294117654,-0.016099417774225633,-0.012731139934117341
255,0.09529411764705886,-0.015290690629677806,-0.015582844955798897
256,0.12823529411764711,-0.01657068162151787,-0.01948337923113827
257,0.10470588235294115,-0.014997411377942527,-0.004101438964698223
258,0.12823529411764711,-0.016519423232974728,-0.015909797246118684
259,0.11294117647058821,-0.015514866523792636,-0.02273665209217715
260,0.10941176470588232,-0.01671801889020952,-0.025203424591235313
261,0.11529411764705888,-0.01589391912483762,-0.008875401051282622
262,0.10705882352941176,-0.016451494852742332,-0.012790697042791094
263,0.10705882352941176,-0.01565838511597384,-0.018730596314252362
264,0.08470588235294119,-0.014553147531874422,-0.01265776693422982
265,0.10705882352941176,-0.015155029698777356,-0.020927366143371928
266,0.0894117647058823,-0.016358622681714396,-0.011797311557900453
267,0.09764705882352942,-0.015364812119891824,-0.014580348812931881
268,0.10352941176470593,-0.014914648908189054,-0.01029897074453906
269,0.11058823529411765,-0.0161459272958262,-0.01588689040241109
270,0.0929411764705882,-0.015329122181737098,-0.017520517349681963
271,0.09764705882352936,-0.014793283535507018,-0.015730149695174556
272,0.11058823529411765,-0.015580616300118644,-0.007585336147335059
273,0.10352941176470598,-0.01575581032437945,-0.01852186999294289
274,0.09529411764705886,-0.015239750464177249,-0.014504541020081835
275,0.09176470588235297,-0.015012661605288358,-0.01531025503285402
276,0.10352941176470587,-0.01631267617011234,-0.016928577939840206
277,0.0929411764705882,-0.01621503065344665,-0.017405493415298845
278,0.10117647058823531,-0.015502039687309122,-0.0008531941485413752
279,0.10705882352941176,-0.015608619927861334,-0.015140857897075505
280,0.11411764705882355,-0.0163984005620309,-0.012471649863738221
281,0.11764705882352944,-0.015013958976153985,-0.018797226064198896
282,0.09764705882352942,-0.016008405984061946,-0.012750121339931864
283,0.09764705882352942,-0.015506274501644435,-0.011854037788942423
284,0.09411764705882353,-0.015915974429554614,-0.012930771778887351
285,0.0929411764705883,-0.01599026727063768,-0.008738859290206985
286,0.10352941176470598,-0.014217985232002905,-0.0017967721931519687
287,0.08705882352941174,-0.015743693370067757,-0.014263606596117223
288,0.11294117647058832,-0.015549308048472654,-0.013081786670579049
289,0.10117647058823531,-0.014835093147556377,-0.00821115251917981
290,0.0929411764705883,-0.015426180209708984,-0.010595026937242458
291,0.11176470588235299,-0.016741175736227465,-0.01457015285545063
292,0.09058823529411764,-0.015328608129130061,-0.015237343600554398
293,0.09529411764705886,-0.015351887368625916,-0.013706106838681148
294,0.09176470588235297,-0.01589487379396526,-0.01280698710959044
295,0.09882352941176475,-0.01547812400172821,-0.01993760007024814
296,0.09411764705882353,-0.015974600905466874,-0.017981467978341853
297,0.08588235294117652,-0.01501410584832763,-0.008526087517648162
298,0.1047058823529412,-0.01502712851437571,-0.014185466527655594
299,0.09529411764705886,-0.015401089546740243,-0.012399356219588209
300,0.09882352941176475,-0.016066861109105157,-0.014123300088209584
301,0.09999999999999998,-0.016348341629571217,-0.015953006626019534
302,0.09647058823529409,-0.014939054167681598,-0.011541592487390617
303,0.0929411764705882,-0.015929560105601093,-0.013047602769157618
304,0.07647058823529418,-0.015747732354838284,-0.014008765696354175
305,0.09529411764705886,-0.01589827633265073,-0.012694949542135098
306,0.09058823529411775,-0.014201339719009054,-0.00958587130521929
307,0.08705882352941186,-0.015480229169547943,-0.014658551203686226
308,0.11176470588235299,-0.016002482139731655,-0.01523648000979827
309,0.10588235294117648,-0.014980325248428183,-0.018208018468197723
310,0.11176470588235299,-0.016196622674370942,-0.015505241594253705
311,0.1164705882352941,-0.015569625365803419,-0.0218322662801472
312,0.08588235294117641,-0.015260777663679947,-0.013208244538300884
313,0.11647058823529416,-0.015177280833058915,-0.015830309988235258
314,0.10235294117647065,-0.0154682835661053,-0.017018712694560567
315,0.11058823529411765,-0.015200657987337052,-0.01487659360770252
316,0.08823529411764708,-0.015751232808306148,-0.011903827076506751
317,0.0894117647058823,-0.014650034208977036,-0.01272524475975334
318,0.09882352941176475,-0.015380502963758036,-0.01924191459590177
319,0.09058823529411764,-0.015365154821629923,-0.012323933767080214
320,0.12352941176470589,-0.015508673413811125,-0.013859826773277545
321,0.11529411764705888,-0.015085265416376448,-0.010511899075424658
322,0.11764705882352944,-0.015090210112883473,-0.008934582526199775
323,0.10588235294117648,-0.014878958970034328,-0.012924301613795874
324,0.11294117647058821,-0.016551172101140987,-0.011591078580054454
325,0.09999999999999998,-0.015684920021981963,-0.01261150218636195
326,0.11411764705882355,-0.015143647105333113,-0.014934227300870961
327,0.1047058823529412,-0.015878228280971296,-0.015727133726600534
328,0.08235294117647052,-0.015502162080786919,-0.013427508568816499
329,0.11058823529411765,-0.015864422296664737,-0.01836701958671133
330,0.1164705882352941,-0.01596948485809091,-0.015727407907616647
331,0.11411764705882355,-0.015655276321635436,-0.014530570001034804
332,0.09529411764705886,-0.013866495642180232,-0.007451546023154398
333,0.09882352941176464,-0.01624966800769112,-0.013453789913130398
334,0.09058823529411769,-0.014588445810899575,-0.010139178688066852
335,0.1047058823529412,-0.016350985328693723,-0.01627315454696962
336,0.12235294117647066,-0.016021673437065842,-0.009881945577180057
337,0.10117647058823526,-0.014751987976064695,-0.02039469546177508
338,0.0929411764705883,-0.015421357906679867,-0.019597793898178006
339,0.10235294117647065,-0.01640567073461785,-0.019190872764987682
340,0.09764705882352931,-0.014809292602415813,-0.0024405146547042122
341,0.0929411764705882,-0.015664602704651198,-0.009871095964777643
342,0.10117647058823531,-0.01649447944217941,-0.02011174655346229
343,0.09764705882352942,-0.014797322520277434,-0.009845727809533106
344,0.0964705882352942,-0.016478543811357382,-0.01531092145061047
345,0.11411764705882355,-0.016688864763774514,-0.014544697531885226
346,0.1082352941176471,-0.015552025183682039,-0.010062048265429335
347,0.11058823529411765,-0.016251699739424197,-0.01541967566501315
348,0.08941176470588241,-0.015267533783659748,-0.017584265482905287
349,0.09058823529411764,-0.014963361512391637,-0.014548479145222865
350,0.11411764705882355,-0.015989508431074717,-0.012334574726002467
351,0.11176470588235299,-0.015945373342945213,-0.02132073923613917
352,0.10705882352941176,-0.01638001706165082,-0.01913999897350352
353,0.1082352941176471,-0.015541327993713772,-0.017832458048362615
354,0.08588235294117652,-0.01460815116084091,-0.00820236845953573
355,0.12,-0.017400019827743307,-0.018698972782541512
356,0.10117647058823531,-0.01606617570562907,-0.01545961382036587
357,0.10941176470588232,-0.01656938425065213,-0.01555981624492056
358,0.11529411764705877,-0.015934015228196485,-0.01759318191909695
359,0.08823529411764697,-0.015273922723205935,-0.011265515000195153
360,0.08470588235294119,-0.015099879197637334,-0.011248319655800032
361,0.12235294117647055,-0.015555574594541044,-0.01255128732544275
362,0.10705882352941176,-0.015417979846689911,-0.01543219917271213
363,0.09999999999999998,-0.015622474869559255,-0.016073717225255663
364,0.12117647058823533,-0.016244600917706298,-0.019044831526076555
365,0.10235294117647065,-0.014979395057996059,-0.00716113072424604
366,0.09764705882352942,-0.015819503890276754,-0.015147196544657793
367,0.11176470588235299,-0.015979300815018194,-0.011023466256164766
368,0.10941176470588232,-0.015505809406428317,-0.01729953685937377
369,0.10941176470588243,-0.015497535607322588,-0.006264128027970023
370,0.09529411764705875,-0.016256840265495898,-0.0171904928298498
371,0.11999999999999994,-0.015650037880781342,-0.01635061130966506
372,0.10117647058823531,-0.016269667101979524,-0.019942815108002415
373,0.09999999999999998,-0.01463767246770964,-0.010466486693301746
374,0.0929411764705882,-0.014945638936792238,-0.018032688086086185
375,0.09411764705882353,-0.015325621728269345,-0.013168381720480293
376,0.09176470588235297,-0.015621911859560855,-0.013204381544996174
377,0.10235294117647065,-0.01579935792381504,-0.017613243957043445
378,0.10117647058823531,-0.01588659999485942,-0.013878572366845615
379,0.09882352941176464,-0.015689595452837435,-0.015816738700929145
380,0.1047058823529412,-0.015156327069643094,-0.01502161951512268
381,0.0929411764705883,-0.01635580763172284,-0.0201576121546877
382,0.0929411764705882,-0.01580408231206165,-0.01852675112112903
383,0.10705882352941176,-0.015282318915789572,-0.020930295949968397
384,0.0894117647058823,-0.015513471238144616,-0.016673756918519855
385,0.0929411764705883,-0.015559833887571872,-0.016911413961669314
386,0.08941176470588241,-0.01604186836091881,-0.014416649797990594
387,0.0929411764705883,-0.015943904621210536,-0.009201856648625079
388,0.0811764705882353,-0.015133978020579142,-0.010423013969942135
389,0.0929411764705883,-0.016810377008629973,-0.023089895840256724
390,0.11058823529411765,-0.015540471239368525,-0.013616750209020229
391,0.11058823529411765,-0.015602720562226668,-0.01694255067323211
392,0.10588235294117643,-0.015111212833690435,-0.007879850707269237
393,0.09882352941176464,-0.01543173687360544,-0.01577858270996982
394,0.09058823529411764,-0.015186435865205627,-0.012366272762070307
395,0.0894117647058823,-0.014449553692182815,-0.015832234061955386
396,0.08470588235294119,-0.01591438331434203,-0.014569847905600508
397,0.10117647058823531,-0.015772260007808736,-0.011256372680646803
398,0.10117647058823531,-0.01469718017666266,-0.016137543690669998
399,0.12235294117647055,-0.015894580049618412,-0.01326631119464125
400,0.09411764705882353,-0.015422483926676445,-0.00791944958413024
401,0.0894117647058823,-0.0154860061417047,-0.015664294912467097
402,0.07999999999999996,-0.014993715094909987,-0.01399143487314472
403,0.09647058823529409,-0.016937299045208465,-0.020048643143035005
404,0.09647058823529409,-0.015541376951104913,-0.011920449353034324
405,0.10705882352941176,-0.015233924534629462,-0.01129390933825028
406,0.08705882352941174,-0.015078215552049579,-0.012432425207237086
407,0.11411764705882355,-0.016045760473515802,-0.020489090552566425
408,0.1047058823529412,-0.0144522708273922,-0.010251195851719463
409,0.11058823529411765,-0.01588402973182368,-0.016899042858177005
410,0.1082352941176471,-0.01607985929645772,-0.01189347434178209
411,0.09529411764705886,-0.01640980763417088,-0.015078611178816093
412,0.0811764705882353,-0.01531296624265488,-0.01604345880108274
413,0.09529411764705875,-0.016497857502169366,-0.01680988337757308
414,0.08352941176470596,-0.015375289001599679,-0.00047488044924276496
415,0.09058823529411764,-0.014903560059091658,-0.014710443734716583
416,0.09764705882352942,-0.015739629906601493,-0.01886338124186357
417,0.09647058823529409,-0.015044973483453017,-0.013330032342268372
418,0.09529411764705875,-0.015964466725497117,-0.012970014375455002
419,0.11764705882352933,-0.014757618076048029,-0.004497565189677283
420,0.10352941176470587,-0.015506421373817858,-0.009003624076727362
421,0.0929411764705882,-0.01579553924730459,-0.015170452128143552
422,0.09647058823529409,-0.016016973527514633,-0.018859231899271606
423,0.11058823529411765,-0.015551511131074891,-0.009341911323023283
424,0.08352941176470585,-0.014814800308921128,-0.008772919871793988
425,0.08823529411764697,-0.015888754120070403,-0.02015474963171826
426,0.12117647058823533,-0.01612240326937453,-0.013550146190486168
427,0.1047058823529412,-0.015004069583140045,-0.013996802451538143
428,0.1082352941176471,-0.015727733260550103,-0.012876941146235887
429,0.10235294117647054,-0.015832746864585023,-0.015762708575761952
430,0.09999999999999998,-0.01592867887256022,-0.019636371266050584
431,0.09411764705882353,-0.01555726362453591,-0.015747666206993693
432,0.10588235294117643,-0.015579269971861764,-0.014879628768699998
433,0.11176470588235293,-0.015486936332136825,-0.01692672342313814
434,0.10705882352941176,-0.016132170268910673,-0.011604755282942775
435,0.09764705882352942,-0.014709419524452372,-0.013737844459673937
436,0.10705882352941176,-0.015551535609770406,-0.014574737161308665
437,0.11294117647058832,-0.015426008858840046,-0.01658360446550608
438,0.12235294117647066,-0.015752309870911585,-0.017988680715361915
439,0.12235294117647055,-0.015550825727598583,-0.0220346534155553
440,0.10352941176470587,-0.01554140142980065,-0.010305801281455057
441,0.10588235294117654,-0.015962630823328605,-0.018258086363363013
442,0.09058823529411764,-0.01550316570730581,-0.012467967579479738
443,0.10000000000000009,-0.014827162050188636,-0.021892036187963287
444,0.10352941176470593,-0.014818472113258152,-0.012245635248959164
445,0.10117647058823531,-0.01537785926463553,-0.01836478904865907
446,0.09882352941176475,-0.015487597256917396,-0.006163584093996283
447,0.10235294117647065,-0.015992715140195513,-0.01736182897073979
