protocol_id,unknown_service,seed,variant,local_label,service,precision,recall,f1,support
loso_streaming,Streaming,2022,E4_FULL,4,VoIP,0.92,0.9583333333333334,0.9387755102040816,24
loso_streaming,Streaming,2022,E4_TIME,0,Chat,0.3076923076923077,0.4444444444444444,0.3636363636363636,9
loso_streaming,Streaming,2022,E4_TIME,1,Email,0.7142857142857143,0.4166666666666667,0.5263157894736842,12
loso_streaming,Streaming,2022,E4_TIME,2,File-Transfer,1.0,0.3636363636363636,0.5333333333333333,22
loso_streaming,Streaming,2022,E4_TIME,3,P2P,0.6716417910447762,0.9,0.7692307692307693,50
loso_streaming,Streaming,2022,E4_TIME,4,VoIP,0.9090909090909092,0.8333333333333334,0.8695652173913043,24
loso_streaming,Streaming,2022,E4_LENGTH,0,Chat,0.7777777777777778,0.7777777777777778,0.7777777777777778,9
loso_streaming,Streaming,2022,E4_LENGTH,1,Email,0.75,0.75,0.75,12
loso_streaming,Streaming,2022,E4_LENGTH,2,File-Transfer,0.6666666666666666,0.7272727272727273,0.6956521739130435,22
loso_streaming,Streaming,2022,E4_LENGTH,3,P2P,0.8478260869565217,0.78,0.8125,50
loso_streaming,Streaming,2022,E4_LENGTH,4,VoIP,0.8076923076923077,0.875,0.84,24
loso_streaming,Streaming,2022,E4_TIME_LENGTH,0,Chat,0.75,0.6666666666666666,0.7058823529411765,9
loso_streaming,Streaming,2022,E4_TIME_LENGTH,1,Email,0.9,0.75,0.8181818181818182,12
loso_streaming,Streaming,2022,E4_TIME_LENGTH,2,File-Transfer,0.6666666666666666,0.7272727272727273,0.6956521739130435,22
loso_streaming,Streaming,2022,E4_TIME_LENGTH,3,P2P,0.8297872340425532,0.78,0.8041237113402062,50
loso_streaming,Streaming,2022,E4_TIME_LENGTH,4,VoIP,0.8214285714285714,0.9583333333333334,0.8846153846153846,24
loso_streaming,Streaming,2022,E4_NO_MS,0,Chat,0.7,0.7777777777777778,0.7368421052631579,9
loso_streaming,Streaming,2022,E4_NO_MS,1,Email,0.9,0.75,0.8181818181818182,12
loso_streaming,Streaming,2022,E4_NO_MS,2,File-Transfer,0.6666666666666666,0.7272727272727273,0.6956521739130435,22
loso_streaming,Streaming,2022,E4_NO_MS,3,P2P,0.8541666666666666,0.82,0.8367346938775511,50
loso_streaming,Streaming,2022,E4_NO_MS,4,VoIP,0.92,0.9583333333333334,0.9387755102040816,24
loso_streaming,Streaming,2022,E4_NO_RNN,0,Chat,0.7,0.7777777777777778,0.7368421052631579,9
loso_streaming,Streaming,2022,E4_NO_RNN,1,Email,0.9,0.75,0.8181818181818182,12
loso_streaming,Streaming,2022,E4_NO_RNN,2,File-Transfer,0.6666666666666666,0.7272727272727273,0.6956521739130435,22
loso_streaming,Streaming,2022,E4_NO_RNN,3,P2P,0.8541666666666666,0.82,0.8367346938775511,50
loso_streaming,Streaming,2022,E4_NO_RNN,4,VoIP,0.92,0.9583333333333334,0.9387755102040816,24
loso_streaming,Streaming,2022,E4_BASE,0,Chat,0.7,0.7777777777777778,0.7368421052631579,9
loso_streaming,Streaming,2022,E4_BASE,1,Email,0.9,0.75,0.8181818181818182,12
loso_streaming,Streaming,2022,E4_BASE,2,File-Transfer,0.6666666666666666,0.7272727272727273,0.6956521739130435,22
loso_streaming,Streaming,2022,E4_BASE,3,P2P,0.8571428571428571,0.84,0.8484848484848485,50
