setting,method,overall_acceptance,FRR,per_class_coverage_min,per_class_coverage_max,mean_component_gap,max_component_gap,data_scope
high,Native,0.95,0.050000000000000044,0.645320197044335,1.0,0.09360502941145994,0.7576470588235295,KNOWN_VALIDATION_ONLY
high,Single-Full-K1,0.95,0.050000000000000044,0.8895522388059701,0.9950738916256158,0.08293430103473715,0.42117647058823526,KNOWN_VALIDATION_ONLY
high,Multi-Global-K2,0.95,0.050000000000000044,0.8925373134328358,0.9950738916256158,0.06143465644085478,0.251764705882353,KNOWN_VALIDATION_ONLY
high,Class-P05-K2,0.9672253258845438,0.032774674115456204,0.9497816593886463,0.9886039886039886,0.03887874218911375,0.18823529411764706,KNOWN_VALIDATION_ONLY
high,Component-P05-K2,0.9686219739292365,0.031378026070763454,0.9472295514511874,0.9943019943019943,0.024946083181293096,0.1858823529411764,KNOWN_VALIDATION_ONLY
high,DGSB-v2,0.968901303538175,0.03109869646182495,0.9350961538461539,0.9950738916256158,0.03472381125089162,0.19058823529411761,KNOWN_VALIDATION_ONLY
