protocol_id,version,run_role,training_seed,epochs_completed,best_epoch,train_loss_at_best,val_loss_at_best,val_accuracy,val_macro_f1,val_weighted_f1,nan_or_crash,checkpoint_sha256,known_test_samples_used,unknown_test_samples_used,des_executed
medium_seed2025,original_f2,baseline,2025,30,25,0.2537301143880893,0.23040317278735492,0.8933673469387755,0.6533132331111181,0.864172968556506,False,9ae4fde544c0a2613be94661879684123ba15d150c6b252aeb1ddd49d4799b4e,0,0,False
medium_seed2025,cleaned_primary,primary,2025,100,93,0.1871010046936211,0.1869962985418281,0.8928571428571429,0.7272468793361633,0.8644142283417892,False,6e8fc74151bbc7b20b74a514044c2903d8d556dc5d54f2a47d0a05c12b6e90dc,0,0,False
medium_seed2025,cleaned_fixed2022_control,seed_sensitivity_control,2022,100,83,0.17215025594995997,0.18100639654665576,0.8979591836734694,0.7661334053750236,0.8739748412235578,False,a28da321926dbf6b4d723f9f51b66dd08d84f17b4d7bd8f135657ef7df8ba956,0,0,False
medium_seed2025,native_opendetect_reference,reference_only,2022,100,53,,,0.8969387755102041,0.7397546993503976,0.8628017199998353,False,db436b02ef12feea414c5b88a1092513c42ef9f79143d5c8ff505da0be14b560,0,0,False
medium_seed2026,original_f2,baseline,2026,10,5,0.2412564794927648,0.16086882642898678,0.9754055468341183,0.7325551956029132,0.9724954567892332,False,e064bf722457a7974a02542f33405ba06420df1e5d2108bad905656e5b4d6f24,0,0,False
medium_seed2026,cleaned_primary,primary,2026,100,53,0.03932261877034116,0.04514962212537858,0.9947671376242805,0.9806677879116249,0.9948026058408712,False,06b0aab07df4096ec37d6717d207611ca2d1c5116a5f3cf0c2d6db128a9f6e64,0,0,False
medium_seed2026,cleaned_fixed2022_control,seed_sensitivity_control,2022,100,76,0.02965944294578596,0.0461003229388512,0.9958137100994244,0.9809918063693518,0.9958563069105545,False,824b59156076c891cbf24a623b513b7084e2a1e4ed594fe3eba99c3688f2baef,0,0,False
medium_seed2026,native_opendetect_reference,reference_only,2022,100,58,,,0.9952904238618524,0.9833179712297598,0.9952233415098174,False,5e0dc8845b3f91f18a6568936db2ddc604bf4302944cba22813becf94a5d8d44,0,0,False
