experiment,dataset,protocol_id,class_name,precision,recall,f1,support
E0,ustc,A-2,Gmail,0.9524861878453039,0.9988412514484357,0.9751131221719457,863
E0,ustc,A-2,FTP,0.9997030878859857,0.9998020389983173,0.999752560993715,10103
E0,ustc,A-2,Nsis-ay,0.965742251223491,0.9752883031301482,0.9704918032786886,607
E0,ustc,A-2,Facetime,1.0,1.0,1.0,600
E0,ustc,A-2,Weibo,0.9997489329651017,0.9967459324155195,0.9982451742291301,3995
E0,ustc,A-2,Cridex,1.0,1.0,1.0,1638
E0,ustc,A-2,Zeus,0.9936421435059037,0.9972652689152234,0.9954504094631483,1097
E0,ustc,A-2,SMB,0.9987156434626252,0.9987156434626252,0.9987156434626252,3893
E0,ustc,A-2,BitTorrent,0.9973404255319149,0.9973404255319149,0.9973404255319149,752
E0,ustc,A-2,WorldOfWarcraft,1.0,1.0,1.0,789
E0,ustc,A-2,Shifu,0.9968782518210197,0.9948078920041536,0.9958419958419958,963
E0,ustc,A-2,Outlook,1.0,0.9468791500664011,0.9727148703956344,753
E0,ustc,A-2,Virut,0.9091840218504609,0.8045317220543806,0.8536624459047925,3310
E0,ustc,A-2,MySQL,0.9998838559814169,1.0,0.9999419246181543,8609
E0,ustc,A-2,Skype,0.984375,0.9968354430379747,0.9905660377358491,632
E0,ustc,A-2,Miuref,0.9977711738484398,0.9962908011869436,0.9970304380103935,1348
E0,ustc,A-2,Neris,0.8297815663292488,0.9218703758508434,0.873405299313052,3379
