class,local_label,support,precision,recall,f1
netflix,0,20,0.8260869565217391,0.95,0.8837209302325583
rdp,1,4,1.0,1.0,1.0
rsync,2,191,1.0,0.9685863874345549,0.9840425531914894
skype,3,126,0.9920634920634921,0.9920634920634921,0.9920634920634921
ssh,4,1356,0.9948604992657856,0.9992625368731564,0.997056659308315
vimeo,5,121,0.9915966386554622,0.9752066115702479,0.9833333333333334
zoiper,6,93,1.0,0.989247311827957,0.9945945945945946
