experiment,dataset,protocol_id,class_name,precision,recall,f1,support
E2,iscx_vpn,medium_seed2022,AIM,0.14285714285714285,0.018867924528301886,0.03333333333333333,53
E2,iscx_vpn,medium_seed2022,BitTorrent,0.49444444444444446,0.89,0.6357142857142857,100
E2,iscx_vpn,medium_seed2022,Email,0.4423076923076923,0.345,0.38764044943820225,200
E2,iscx_vpn,medium_seed2022,FTPS,0.6684782608695652,0.615,0.640625,200
E2,iscx_vpn,medium_seed2022,Facebook,0.29904761904761906,0.785,0.43310344827586206,200
E2,iscx_vpn,medium_seed2022,Gmail,0.8095238095238095,0.6296296296296297,0.7083333333333334,54
E2,iscx_vpn,medium_seed2022,ICQ,0.2857142857142857,0.03773584905660377,0.06666666666666667,53
E2,iscx_vpn,medium_seed2022,Netflix,0.256,0.2711864406779661,0.26337448559670784,118
E2,iscx_vpn,medium_seed2022,SCP,0.4012345679012346,0.325,0.35911602209944754,200
E2,iscx_vpn,medium_seed2022,SFTP,0.5454545454545454,0.3870967741935484,0.4528301886792453,31
E2,iscx_vpn,medium_seed2022,Spotify,0.4318181818181818,0.24050632911392406,0.3089430894308943,79
E2,iscx_vpn,medium_seed2022,Vimeo,0.5714285714285714,0.3902439024390244,0.463768115942029,123
E2,iscx_vpn,medium_seed2022,VoIPBuster,0.4657534246575342,0.17,0.2490842490842491,200
