class,local_label,support,precision,recall,f1
netflix,0,20,0.8636363636363636,0.95,0.9047619047619048
rdp,1,4,1.0,0.25,0.4
rsync,2,191,0.9639175257731959,0.9790575916230366,0.9714285714285715
skype,3,126,0.9618320610687023,1.0,0.9805447470817121
ssh,4,1356,0.9970436067997044,0.9948377581120944,0.99593946105574
vimeo,5,121,1.0,0.9504132231404959,0.9745762711864406
zoiper,6,93,0.968421052631579,0.989247311827957,0.9787234042553192
